0.0755
31 3101
587 233 220
70
1 110 0  53 1  28 1 1
2 48 1  54 1  52 1 1
3 119 0  36 1  33 1 1
4 82 0  32 1  34 1 2
5 76 1  83 1  71 1 2
6 101 0  84 1  44 1 1
7 60 1  100 1  68 1 2
8 104 0  29 1  79 0 1
9 86 1  74 1  54 1 2
10 100 0  94 0  23 1 2
11 73 1  96 1  68 1 2
12 85 1  48 1  51 1 1
13 45 1  39 1  43 1 2
14 116 0  37 1  72 1 1
15 73 1  85 1  73 1 2
16 42 1  67 1  56 1 1
17 36 1  29 1  49 1 3
18 98 0  28 1  22 1 3
19 100 0  43 1  45 1 2
20 76 1  54 1  80 1 1
21 43 1  63 1  48 1 2
22 57 1  40 1  39 1 1
23 102 0  48 1  55 1 2
24 107 0  51 1  74 1 4
25 101 0  48 0  21 1 2
26 86 1  95 1  51 1 2
27 58 1  72 1  53 1 2
28 111 1  65 1  59 1 2
29 107 1  95 1  59 1 1
30 41 1  90 0  37 1 3
31 101 0  44 1  70 1 1
32 58 1  43 1  48 1 4
33 57 1  90 1  64 1 2
34 113 1  86 1  71 1 3
35 60 0  72 0  27 1 1
36 109 0  30 1  42 1 2
37 37 1  50 0  22 1 1
38 39 1  41 1  79 0 1
39 62 0  83 0  27 1 3
40 34 1  72 0  24 1 1
41 62 1  35 1  76 0 1
42 115 0  26 1  50 1 4
43 104 0  25 1  37 1 1
44 60 1  46 1  62 1 1
45 107 0  27 1  59 0 3
46 69 0  43 0  21 1 2
47 66 1  61 1  47 1 1
48 51 1  41 1  44 1 2
49 55 1  32 1  76 0 3
50 111 0  82 1  48 1 1
51 47 1  70 1  80 1 2
52 94 0  32 1  21 1 2
53 79 1  61 1  73 1 4
54 111 0  28 1  30 1 2
55 86 1  51 1  65 1 3
56 37 1  93 0  64 1 2
57 112 0  57 1  56 1 2
58 46 1  81 1  74 1 1
59 86 0  55 1  38 1 2
60 53 1  47 1  48 1 4
61 87 1  80 1  61 1 1
62 93 1  49 1  66 1 3
63 101 0  35 1  36 1 4
64 99 1  73 1  70 1 1
65 81 0  27 1  44 1 3
66 40 1  65 0  22 1 1
67 55 1  56 1  30 1 1
68 96 1  57 1  72 1 1
69 45 1  86 0  23 1 3
70 61 1  31 1  75 0 1
(0,0,0) ; (61,73,79)
(0,73,0) ; (61,146,79)
(0,0,79) ; (61,73,158)
(0,73,79) ; (61,146,158)
(397,0,0) ; (492,86,51)
(492,0,0) ; (587,86,51)
(397,0,51) ; (473,83,122)
(473,0,51) ; (586,86,122)
(397,0,122) ; (473,83,193)
(473,0,122) ; (586,86,193)
(397,0,193) ; (459,83,220)
(459,0,193) ; (521,83,220)
(521,0,193) ; (583,83,220)
(476,88,0) ; (515,131,45)
(476,131,0) ; (515,174,45)
(515,88,0) ; (538,174,45)
(538,88,0) ; (561,174,45)
(561,88,0) ; (584,174,45)
(476,174,0) ; (587,233,65)
(476,88,45) ; (531,174,83)
(531,88,45) ; (586,174,83)
(476,174,65) ; (587,233,130)
(476,88,83) ; (530,174,157)
(530,88,83) ; (584,174,157)
(476,174,130) ; (583,233,157)
(0,146,0) ; (111,176,28)
(0,176,0) ; (112,233,56)
(0,146,28) ; (109,176,70)
(0,176,56) ; (112,233,112)
(0,146,70) ; (109,176,112)
(61,0,0) ; (157,73,68)
(61,73,0) ; (157,146,68)
(61,0,68) ; (104,48,126)
(61,48,68) ; (104,96,126)
(61,96,68) ; (104,144,126)
(104,0,68) ; (157,72,126)
(104,72,68) ; (157,144,126)
(374,87,0) ; (475,123,35)
(374,123,0) ; (476,178,48)
(374,178,0) ; (476,233,48)
(374,87,35) ; (475,123,70)
(374,123,48) ; (474,168,91)
(374,168,48) ; (425,233,134)
(425,168,48) ; (476,233,134)
(374,87,70) ; (475,123,105)
(374,123,91) ; (474,168,134)
(374,87,105) ; (423,123,134)
(423,87,105) ; (472,123,134)
(112,147,0) ; (163,233,65)
(163,147,0) ; (234,233,113)
(112,147,65) ; (163,232,113)
(157,0,0) ; (250,49,66)
(157,49,0) ; (250,98,66)
(157,98,0) ; (250,147,66)
(157,0,66) ; (247,41,103)
(157,41,66) ; (247,82,103)
(157,82,66) ; (250,146,103)
(251,0,0) ; (324,85,73)
(324,0,0) ; (397,85,73)
(267,85,0) ; (374,159,51)
(267,159,0) ; (374,233,51)
(267,85,51) ; (374,159,102)
(267,159,51) ; (374,233,102)
(234,157,0) ; (266,233,55)
(234,157,55) ; (266,233,110)
(234,157,110) ; (266,233,165)
(290,0,73) ; (397,59,168)
(290,0,168) ; (397,59,195)
(282,59,73) ; (397,85,123)
(282,59,123) ; (397,85,173)
(251,0,73) ; (278,81,117)
(268,186,102) ; (321,233,150)
(321,186,102) ; (374,233,150)
(268,186,150) ; (321,233,198)
(321,186,150) ; (374,233,198)
(304,85,102) ; (374,186,146)
(304,85,146) ; (374,184,219)
(267,93,102) ; (304,186,166)
(157,0,103) ; (247,64,160)
(157,0,160) ; (247,64,217)
(157,64,103) ; (244,144,164)
(0,189,112) ; (101,233,196)
(0,146,112) ; (63,189,160)
(0,146,160) ; (63,189,208)
(63,148,112) ; (107,189,163)
(63,148,163) ; (107,189,214)
(112,184,113) ; (223,232,195)
(112,184,195) ; (213,232,216)
(112,147,113) ; (228,184,185)
(251,0,117) ; (278,81,161)
(61,0,126) ; (131,80,173)
(61,0,173) ; (131,80,220)
(131,0,126) ; (153,98,154)
(61,80,126) ; (127,141,173)
(127,108,126) ; (156,144,175)
(376,161,134) ; (472,233,191)
(426,87,134) ; (472,161,215)
(384,94,134) ; (426,161,190)
(131,0,154) ; (152,94,186)
(131,0,186) ; (152,94,218)
(483,97,157) ; (583,165,217)
(483,165,157) ; (583,233,217)
(0,0,158) ; (59,107,185)
(0,107,158) ; (57,146,198)
(251,0,161) ; (278,81,205)
(157,64,164) ; (233,144,218)
(234,177,165) ; (264,233,220)
(267,96,166) ; (304,186,207)
(61,80,173) ; (123,140,219)
(293,59,173) ; (397,84,210)
(0,0,185) ; (36,101,220)
(36,0,185) ; (58,98,213)
(112,154,185) ; (223,184,213)
(386,96,190) ; (426,161,212)
(412,161,191) ; (472,233,218)
(378,161,191) ; (412,233,215)
(296,0,195) ; (397,48,216)
(0,190,196) ; (69,233,217)
(0,109,198) ; (50,146,220)
(276,205,198) ; (374,233,220)
