(73,146,220)
(0,0,0)
(81,162,216)
(506,0,0)
(116,86,185)
(0,147,0)
(118,70,220)
(469,163,0)
(96,103,191)
(73,0,0)
(65,79,215)
(441,0,0)
(97,79,167)
(116,154,0)
(99,68,190)
(370,165,0)
(234,95,47)
(207,0,0)
(117,65,166)
(389,98,0)
(59,43,150)
(73,104,0)
(38,89,114)
(169,0,0)
(71,51,178)
(132,103,0)
(101,74,131)
(213,159,0)
(55,67,145)
(315,166,0)
(61,69,124)
(328,96,0)
(120,57,41)
(203,97,0)
(109,57,49)
(203,97,41)
(76,82,172)
(365,0,47)
(91,91,64)
(207,0,47)
(67,84,124)
(298,0,47)
(109,57,49)
(203,97,90)
(88,40,60)
(207,0,111)
(85,49,48)
(207,40,111)
(35,84,106)
(169,0,114)
(57,65,81)
(331,100,124)
(74,71,89)
(213,161,131)
(23,73,42)
(290,159,131)
(74,57,81)
(203,97,139)
(52,64,63)
(317,168,145)
(49,42,42)
(73,105,150)
(76,46,61)
(207,40,159)
(107,62,44)
(399,98,166)
(94,73,53)
(116,157,167)
(76,40,44)
(207,0,171)
(30,76,46)
(334,0,171)
(30,83,41)
(304,0,171)
(23,73,42)
(290,159,173)
(70,45,37)
(132,109,178)
(83,70,35)
(0,159,185)
(29,75,32)
(83,154,185)
(84,58,24)
(382,174,190)
(86,101,28)
(73,0,191)
