0.0782
43 4301
587 233 220
70
1 83 0  33 1  65 1 2
2 38 1  33 1  79 0 1
3 42 1  66 1  62 1 3
4 82 1  70 1  43 1 2
5 88 1  54 1  79 1 1
6 102 0  31 1  56 1 1
7 56 1  74 1  80 1 3
8 61 1  52 1  33 1 3
9 111 0  55 1  74 1 4
10 49 1  70 1  70 1 2
11 70 1  53 1  53 1 1
12 90 1  47 1  65 1 3
13 48 1  95 0  26 1 2
14 39 1  56 0  25 1 2
15 33 1  93 0  27 1 2
16 35 1  50 1  52 1 1
17 88 0  43 1  57 1 1
18 49 1  53 1  38 1 1
19 109 0  32 1  33 1 2
20 117 0  55 1  40 1 3
21 42 1  79 0  26 1 1
22 117 0  50 1  38 1 3
23 51 1  93 1  67 1 1
24 75 0  33 1  73 0 1
25 58 1  88 1  68 1 2
26 110 0  41 1  70 1 2
27 36 1  51 1  60 1 2
28 74 0  30 1  38 1 2
29 53 1  73 1  45 1 2
30 68 0  35 1  25 1 3
31 79 0  76 0  31 1 2
32 30 1  99 0  43 1 1
33 39 1  96 0  65 1 1
34 98 1  50 1  76 1 3
35 79 1  80 1  42 1 2
36 38 1  49 0  20 1 1
37 103 0  69 1  48 1 1
38 81 0  39 1  65 1 2
39 93 0  76 0  26 1 1
40 39 1  44 1  46 1 2
41 46 1  80 1  56 1 1
42 100 0  59 1  30 1 1
43 42 1  96 0  75 1 1
44 72 0  33 1  74 0 2
45 72 0  54 1  36 1 3
46 45 1  91 0  30 1 2
47 86 0  32 1  27 1 4
48 36 1  33 1  63 1 2
49 78 1  62 1  40 1 3
50 90 0  66 0  30 1 1
51 105 1  91 1  58 1 1
52 46 1  99 0  66 1 2
53 69 1  87 1  78 1 2
54 89 0  32 1  78 0 3
55 114 1  93 1  62 1 2
56 99 0  63 0  20 1 3
57 69 1  94 1  63 1 1
58 86 1  59 1  48 1 3
59 103 1  56 1  58 1 2
60 53 1  73 1  57 1 2
61 118 0  28 1  52 1 3
62 75 1  81 1  56 1 5
63 69 0  78 0  29 1 2
64 109 0  29 1  20 1 3
65 98 0  53 0  26 1 2
66 32 1  36 1  68 0 1
67 64 0  94 0  24 1 2
68 86 1  77 1  48 1 1
69 57 1  57 1  63 1 1
70 94 0  43 1  75 1 3
(0,0,0) ; (78,69,87)
(0,69,0) ; (78,138,87)
(0,0,87) ; (78,69,116)
(0,69,87) ; (78,138,116)
(0,0,116) ; (36,63,149)
(36,0,116) ; (72,63,149)
(0,63,116) ; (75,136,149)
(419,0,0) ; (475,75,81)
(475,0,0) ; (531,75,81)
(531,0,0) ; (587,75,81)
(419,0,81) ; (475,74,161)
(475,0,81) ; (531,74,161)
(531,0,81) ; (587,74,161)
(419,0,161) ; (472,70,214)
(472,0,161) ; (529,73,214)
(529,0,161) ; (586,73,214)
(476,159,0) ; (587,233,55)
(476,159,55) ; (587,233,110)
(476,159,110) ; (587,233,165)
(476,159,165) ; (587,233,220)
(0,140,0) ; (114,233,62)
(0,140,62) ; (114,233,124)
(0,140,124) ; (45,231,154)
(45,140,124) ; (111,230,154)
(391,77,0) ; (434,159,70)
(434,77,0) ; (477,159,70)
(477,77,0) ; (587,118,70)
(477,118,0) ; (587,159,70)
(391,77,70) ; (437,157,126)
(437,77,70) ; (512,158,126)
(512,77,70) ; (587,158,126)
(391,77,126) ; (467,156,157)
(467,77,126) ; (507,155,188)
(507,77,126) ; (585,117,188)
(507,117,126) ; (585,157,188)
(391,77,157) ; (467,156,188)
(78,0,0) ; (174,65,39)
(78,65,0) ; (172,140,43)
(78,0,39) ; (125,65,129)
(125,0,39) ; (172,65,129)
(78,65,43) ; (172,140,86)
(78,65,86) ; (172,140,129)
(393,161,0) ; (476,194,65)
(393,194,0) ; (474,233,65)
(393,161,65) ; (476,194,130)
(393,194,65) ; (474,233,130)
(114,142,0) ; (219,233,58)
(321,0,0) ; (419,76,50)
(321,0,50) ; (419,76,100)
(321,0,100) ; (419,76,150)
(321,0,150) ; (417,75,192)
(174,0,0) ; (232,88,68)
(232,0,0) ; (280,86,59)
(232,0,59) ; (280,86,136)
(174,0,68) ; (232,88,136)
(275,177,0) ; (393,205,52)
(275,205,0) ; (393,233,52)
(275,177,52) ; (333,233,155)
(333,177,52) ; (391,233,155)
(219,135,0) ; (272,233,26)
(219,135,26) ; (272,233,52)
(330,78,0) ; (391,111,52)
(330,111,0) ; (391,144,52)
(330,144,0) ; (391,177,52)
(174,88,0) ; (273,134,66)
(174,88,66) ; (273,134,132)
(281,0,0) ; (321,117,55)
(281,0,55) ; (321,117,110)
(281,0,110) ; (321,117,165)
(281,0,165) ; (319,117,215)
(273,120,0) ; (330,177,63)
(219,138,52) ; (245,233,100)
(245,138,52) ; (271,233,100)
(332,81,52) ; (391,129,138)
(332,129,52) ; (391,177,138)
(114,144,58) ; (141,230,90)
(141,144,58) ; (219,233,90)
(114,144,90) ; (141,230,122)
(141,144,90) ; (219,233,122)
(114,144,122) ; (141,230,154)
(141,144,122) ; (219,233,154)
(277,132,63) ; (330,177,136)
(277,132,136) ; (330,177,209)
(219,140,100) ; (270,233,167)
(78,0,129) ; (172,64,153)
(78,0,153) ; (172,64,177)
(78,64,129) ; (172,133,192)
(78,64,192) ; (171,97,219)
(78,97,192) ; (171,130,219)
(400,161,130) ; (474,233,163)
(400,161,163) ; (472,197,217)
(400,197,163) ; (472,233,217)
(174,88,132) ; (273,131,162)
(174,0,136) ; (253,80,178)
(174,0,178) ; (253,80,220)
(253,0,136) ; (280,86,168)
(337,89,138) ; (391,177,217)
(0,0,149) ; (69,103,197)
(0,104,149) ; (68,136,185)
(0,146,154) ; (62,188,220)
(0,188,154) ; (62,230,220)
(62,140,154) ; (109,230,219)
(114,170,154) ; (165,230,190)
(165,170,154) ; (216,230,190)
(114,170,190) ; (214,229,220)
(114,144,154) ; (193,170,196)
(282,200,155) ; (391,233,187)
(282,200,187) ; (391,232,220)
(282,180,155) ; (391,200,184)
(282,180,184) ; (391,200,213)
(174,88,162) ; (262,131,219)
(219,195,167) ; (268,233,220)
(219,160,167) ; (269,195,219)
(219,140,167) ; (268,160,205)
(253,0,168) ; (278,56,207)
(78,0,177) ; (144,62,219)
(144,0,177) ; (169,56,216)
(0,111,185) ; (68,136,220)
(511,77,188) ; (585,115,218)
(511,115,188) ; (585,153,218)
(409,77,188) ; (511,133,219)
(402,135,188) ; (511,155,217)
(347,0,192) ; (382,68,217)
(382,0,192) ; (417,68,217)
(0,0,197) ; (63,99,217)
