0.0505
92 9201
587 233 220
10
1 63 1  43 1  55 1 15
2 107 0  75 1  47 1 17
3 35 1  50 1  52 1 13
4 79 0  34 1  22 1 17
5 56 0  79 0  25 1 6
6 32 1  79 0  30 1 9
7 78 1  99 1  77 1 9
8 78 0  95 0  26 1 9
9 66 1  96 1  68 1 14
10 105 0  96 0  30 1 15
(0,0,0) ; (105,96,30)
(0,0,30) ; (105,96,60)
(0,0,60) ; (105,96,90)
(0,0,90) ; (105,96,120)
(0,0,120) ; (105,96,150)
(0,0,150) ; (105,96,180)
(0,0,180) ; (105,96,210)
(290,0,0) ; (389,77,78)
(389,0,0) ; (488,77,78)
(488,0,0) ; (587,77,78)
(290,77,0) ; (389,154,78)
(389,77,0) ; (488,154,78)
(488,77,0) ; (587,154,78)
(290,154,0) ; (389,231,78)
(389,154,0) ; (488,231,78)
(488,154,0) ; (587,231,78)
(0,97,0) ; (96,165,66)
(96,97,0) ; (192,165,66)
(0,165,0) ; (96,233,66)
(96,165,0) ; (192,233,66)
(0,97,66) ; (96,165,132)
(96,97,66) ; (192,165,132)
(0,165,66) ; (96,233,132)
(96,165,66) ; (192,233,132)
(0,97,132) ; (96,165,198)
(96,97,132) ; (192,165,198)
(0,165,132) ; (96,233,198)
(96,165,132) ; (192,233,198)
(0,97,198) ; (79,131,220)
(79,97,198) ; (158,131,220)
(0,131,198) ; (79,165,220)
(79,131,198) ; (158,165,220)
(0,165,198) ; (79,199,220)
(79,165,198) ; (158,199,220)
(0,199,198) ; (79,233,220)
(79,199,198) ; (158,233,220)
(105,0,0) ; (184,32,30)
(105,32,0) ; (184,64,30)
(105,64,0) ; (184,96,30)
(184,0,0) ; (289,96,30)
(105,0,30) ; (184,32,60)
(105,32,30) ; (184,64,60)
(105,64,30) ; (184,96,60)
(184,0,30) ; (289,96,60)
(105,0,60) ; (184,32,90)
(105,32,60) ; (184,64,90)
(105,64,60) ; (184,96,90)
(184,0,60) ; (289,96,90)
(192,97,0) ; (288,165,66)
(192,165,0) ; (288,233,66)
(192,155,66) ; (287,233,92)
(192,155,92) ; (287,233,118)
(192,155,118) ; (287,233,144)
(192,155,144) ; (287,233,170)
(192,99,66) ; (271,155,91)
(192,99,91) ; (271,155,116)
(192,99,116) ; (271,155,141)
(192,99,141) ; (271,155,166)
(192,99,166) ; (271,155,191)
(192,99,191) ; (271,155,216)
(417,0,78) ; (480,55,121)
(417,55,78) ; (480,110,121)
(417,110,78) ; (480,165,121)
(417,165,78) ; (480,220,121)
(480,0,78) ; (587,75,125)
(480,75,78) ; (587,150,125)
(480,150,78) ; (587,225,125)
(417,0,121) ; (480,55,164)
(417,55,121) ; (480,110,164)
(417,110,121) ; (480,165,164)
(417,165,121) ; (480,220,164)
(480,0,125) ; (587,75,172)
(480,75,125) ; (587,150,172)
(480,150,125) ; (587,225,172)
(417,0,164) ; (480,43,219)
(417,43,164) ; (480,86,219)
(417,86,164) ; (480,129,219)
(417,129,164) ; (480,172,219)
(417,172,164) ; (480,215,219)
(480,0,172) ; (587,75,219)
(480,75,172) ; (587,150,219)
(480,150,172) ; (587,225,219)
(342,0,78) ; (417,107,125)
(342,107,78) ; (417,214,125)
(342,0,125) ; (417,107,172)
(342,107,125) ; (417,214,172)
(342,0,172) ; (417,107,219)
(342,107,172) ; (417,214,219)
(290,0,78) ; (340,52,113)
(290,52,78) ; (342,102,113)
(290,102,78) ; (342,152,113)
(290,0,113) ; (340,52,148)
(290,52,113) ; (342,102,148)
(290,102,113) ; (342,152,148)
(290,0,148) ; (340,52,183)
(290,52,148) ; (342,102,183)
(290,102,148) ; (342,152,183)
(290,0,183) ; (340,52,218)
(290,52,183) ; (342,102,218)
(290,102,183) ; (342,152,218)
(298,152,78) ; (320,231,112)
(320,152,78) ; (342,231,112)
(298,152,112) ; (320,231,146)
(320,152,112) ; (342,231,146)
(298,152,146) ; (320,231,180)
(320,152,146) ; (342,231,180)
(298,152,180) ; (320,231,214)
(320,152,180) ; (342,231,214)
(105,0,90) ; (183,95,116)
(105,0,116) ; (183,95,142)
(105,0,142) ; (183,95,168)
(105,0,168) ; (183,95,194)
(105,0,194) ; (183,95,220)
(183,0,90) ; (288,96,120)
(183,0,120) ; (288,96,150)
(183,0,150) ; (288,96,180)
(183,0,180) ; (288,96,210)
(192,181,170) ; (227,233,220)
(227,170,170) ; (282,233,213)
