0.0529
76 7601
587 233 220
10
1 59 1  46 1  68 1 7
2 73 1  94 1  55 1 12
3 85 0  31 1  50 1 9
4 99 1  70 1  58 1 8
5 79 0  52 1  27 1 9
6 34 1  41 1  73 0 11
7 65 1  80 1  76 1 11
8 108 0  81 1  50 1 13
9 117 0  89 0  28 1 18
10 69 1  67 1  40 1 11
(260,80,152) ; (0,0,0)
(216,150,162) ; (0,83,0)
(94,110,219) ; (493,0,0)
(267,117,168) ; (320,116,0)
(198,116,140) ; (295,0,0)
(104,79,54) ; (216,154,0)
(34,146,164) ; (260,0,0)
(40,69,134) ; (216,85,0)
(104,79,54) ; (216,154,54)
(94,73,110) ; (216,160,108)
(40,69,67) ; (216,85,134)
(67,69,80) ; (426,0,140)
(130,76,80) ; (296,0,140)
(59,46,68) ; (434,69,140)
(138,40,67) ; (296,76,140)
(76,80,65) ; (0,0,152)
(138,80,67) ; (76,0,152)
(46,68,59) ; (214,0,152)
(188,146,55) ; (0,87,162)
(27,79,52) ; (188,154,162)
(34,73,41) ; (260,0,164)
(34,73,41) ; (260,73,164)
(263,85,50) ; (324,148,168)
(255,31,50) ; (332,117,168)
