0.0532
70 7001
587 233 220
10
1 73 0  29 1  65 0 12
2 60 1  77 1  45 1 14
3 98 0  55 0  27 1 16
4 113 0  47 1  35 1 17
5 49 1  80 1  63 1 17
6 48 1  80 1  72 1 10
7 94 0  98 0  32 1 14
8 101 0  45 1  69 1 13
9 92 1  88 1  56 1 9
10 76 0  32 1  26 1 11
(98,188,219) ; (0,0,0)
(189,98,219) ; (398,0,0)
(101,135,138) ; (486,98,0)
(77,45,180) ; (0,188,0)
(303,45,215) ; (77,188,0)
(226,188,158) ; (98,0,0)
(98,135,216) ; (388,98,0)
(48,80,144) ; (350,0,0)
(26,76,160) ; (324,0,0)
(63,98,160) ; (325,90,0)
(49,135,80) ; (538,98,138)
(48,72,80) ; (490,161,138)
(45,60,77) ; (493,101,138)
(45,77,60) ; (353,0,144)
(154,90,60) ; (98,0,158)
(146,65,29) ; (98,119,158)
(152,26,32) ; (98,90,158)
(65,146,58) ; (252,0,158)
(76,32,26) ; (244,152,158)
(26,76,32) ; (324,0,160)
(55,98,54) ; (333,90,160)
(76,32,26) ; (0,201,180)
(76,32,26) ; (244,152,184)
(146,65,29) ; (98,119,187)
