0.0437
58 5801
587 233 220
10
1 75 0  33 1  28 1 10
2 108 1  89 1  73 1 13
3 93 0  83 0  41 1 15
4 86 1  59 1  55 1 13
5 44 1  57 1  35 1 11
6 86 0  53 1  36 1 7
7 61 1  63 1  71 1 4
8 107 0  89 1  50 1 11
9 37 1  64 1  41 1 10
10 72 0  62 1  36 1 13
(172,36,159) ; (0,0,0)
(324,196,219) ; (0,37,0)
(108,73,213) ; (479,0,0)
(258,59,220) ; (329,174,0)
(107,100,178) ; (480,74,0)
(93,166,164) ; (386,0,0)
(88,35,171) ; (172,0,0)
(62,72,216) ; (324,0,0)
(61,63,213) ; (325,111,0)
(64,37,205) ; (260,0,0)
(57,35,220) ; (329,72,0)
(86,36,53) ; (0,0,159)
(75,33,56) ; (86,0,159)
(89,107,50) ; (390,0,164)
(86,59,55) ; (393,107,164)
(75,33,28) ; (172,0,171)
(93,83,41) ; (494,91,178)
