0.0496
15 1501
587 233 220
10
1 84 0  64 0  25 1 8
2 105 0  44 1  45 1 10
3 117 1  93 1  67 1 10
4 83 0  78 0  32 1 9
5 81 1  49 1  60 1 7
6 81 1  69 1  61 1 8
7 40 1  53 1  60 1 12
8 67 1  100 1  63 1 6
9 89 1  78 1  47 1 12
10 120 0  94 0  42 1 11
(240,94,151) ; (0,0,0)
(279,134,217) ; (0,99,0)
(240,94,215) ; (347,0,0)
(305,61,162) ; (282,172,0)
(89,78,188) ; (498,94,0)
(166,78,128) ; (332,94,0)
(105,90,220) ; (240,0,0)
(53,80,180) ; (279,92,0)
(94,78,89) ; (404,94,128)
(61,69,81) ; (343,103,128)
(234,93,67) ; (0,0,151)
(200,60,53) ; (387,172,162)
(81,60,49) ; (306,172,162)
(53,60,40) ; (279,112,180)
(83,78,32) ; (504,94,188)
