0.0314
63 6301
587 233 220
10
1 31 1  93 0  55 1 25
2 61 1  85 1  68 1 15
3 90 1  89 1  70 1 8
4 57 1  93 1  69 1 19
5 73 0  36 1  26 1 14
6 39 1  58 0  20 1 24
7 103 0  51 1  27 1 16
8 36 1  68 1  44 1 19
9 108 0  39 1  45 1 11
10 33 1  39 1  31 1 18
(345,93,181) ; (0,0,0)
(178,140,219) ; (0,93,0)
(340,85,219) ; (247,148,0)
(102,103,216) ; (485,0,0)
(108,45,214) ; (479,103,0)
(138,93,171) ; (347,0,0)
(69,93,150) ; (178,140,0)
(186,55,217) ; (293,93,0)
(108,45,214) ; (178,93,0)
(66,78,31) ; (178,150,150)
(136,72,44) ; (349,0,171)
(116,20,39) ; (369,72,171)
(66,93,39) ; (0,0,181)
(216,90,39) ; (66,0,181)
(60,78,39) ; (178,150,181)
(58,80,39) ; (283,0,181)
