0.0482
35 3501
587 233 220
10
1 113 1  69 1  80 1 14
2 36 1  38 1  63 1 7
3 102 0  54 0  26 1 9
4 92 1  87 1  53 1 16
5 46 1  98 0  77 1 9
6 57 0  82 0  27 1 8
7 57 1  52 1  76 1 7
8 97 0  51 1  42 1 13
9 113 0  36 1  41 1 9
10 70 1  51 1  40 1 16
(106,174,184) ; (0,0,0)
(338,231,138) ; (249,0,0)
(104,57,178) ; (0,176,0)
(82,57,214) ; (104,176,0)
(92,174,212) ; (106,0,0)
(63,38,216) ; (186,195,0)
(51,194,168) ; (198,0,0)
(144,113,82) ; (443,0,138)
(102,108,78) ; (485,118,138)
(69,113,80) ; (416,113,138)
(140,102,80) ; (303,0,138)
(164,70,80) ; (252,156,138)
(114,52,76) ; (302,104,138)
(51,140,80) ; (249,0,138)
(42,194,51) ; (198,0,168)
(97,51,42) ; (0,179,178)
(41,113,36) ; (0,0,184)
(63,38,36) ; (41,0,184)
(102,54,26) ; (0,120,184)
(57,82,27) ; (41,38,184)
