0.0455
57 5701
587 233 220
10
1 94 1  51 1  77 1 8
2 56 0  90 0  22 1 8
3 96 1  70 1  53 1 9
4 100 1  60 1  80 1 12
5 110 0  48 1  61 1 15
6 63 1  64 1  72 1 19
7 79 0  39 1  76 1 8
8 110 0  40 1  35 1 7
9 55 1  87 1  44 1 15
10 101 0  26 1  34 1 7
(154,188,102) ; (0,0,0)
(240,100,220) ; (347,0,0)
(216,133,192) ; (371,100,0)
(261,44,220) ; (0,189,0)
(64,189,216) ; (154,0,0)
(110,122,96) ; (261,111,0)
(80,110,105) ; (218,0,0)
(48,110,122) ; (299,0,0)
(39,79,152) ; (218,110,0)
(110,96,122) ; (261,137,96)
(101,26,102) ; (270,111,96)
(110,61,96) ; (0,0,102)
(152,79,117) ; (0,109,102)
(110,48,61) ; (0,61,102)
(44,87,110) ; (110,0,102)
(80,100,60) ; (218,0,105)
(48,110,61) ; (299,0,122)
(87,44,55) ; (0,61,163)
(70,96,53) ; (218,0,165)
(40,110,35) ; (307,0,183)
(202,68,26) ; (381,165,192)
(180,56,22) ; (403,109,192)
(90,56,22) ; (0,0,198)
