0.04
12 1201
587 233 220
10
1 30 1  65 0  67 0 10
2 39 1  61 1  53 1 7
3 89 0  40 1  50 1 12
4 88 0  78 0  25 1 15
5 61 0  25 1  68 0 16
6 90 1  81 1  56 1 12
7 66 1  84 1  78 1 10
8 36 1  90 0  32 1 10
9 73 1  88 1  76 1 15
10 110 0  78 1  55 1 8
(243,90,218) ; (0,0,0)
(352,76,219) ; (0,157,0)
(156,110,220) ; (431,0,0)
(157,122,150) ; (430,111,0)
(336,66,216) ; (0,91,0)
(156,88,191) ; (275,0,0)
(76,88,219) ; (354,145,0)
(32,90,216) ; (243,0,0)
(90,56,162) ; (340,88,0)
(106,61,39) ; (481,170,150)
(156,53,61) ; (431,117,150)
(39,61,53) ; (442,170,150)
(89,50,40) ; (341,88,162)
(68,61,25) ; (519,170,189)
(88,78,25) ; (343,0,191)
(68,61,25) ; (275,0,191)
