0.0626
96 9601
587 233 220
10
1 66 0  31 1  59 1 11
2 57 1  90 1  54 1 14
3 100 0  48 1  50 1 9
4 120 0  94 0  41 1 13
5 88 1  51 1  61 1 10
6 110 0  60 1  33 1 15
7 57 1  54 1  53 1 6
8 84 0  100 0  37 1 11
9 93 1  51 1  51 1 8
10 106 1  71 1  63 1 9
(0,0,0) ; (57,90,54)
(57,0,0) ; (114,90,54)
(114,0,0) ; (171,90,54)
(171,0,0) ; (228,90,54)
(228,0,0) ; (285,90,54)
(0,90,0) ; (57,180,54)
(57,90,0) ; (114,180,54)
(114,90,0) ; (171,180,54)
(171,90,0) ; (228,180,54)
(228,90,0) ; (285,180,54)
(485,0,0) ; (536,88,61)
(536,0,0) ; (587,88,61)
(485,0,61) ; (536,88,122)
(536,0,61) ; (587,88,122)
(485,0,122) ; (536,88,183)
(536,0,122) ; (587,88,183)
(485,0,183) ; (585,84,220)
(461,91,0) ; (524,162,106)
(524,91,0) ; (587,162,106)
(461,162,0) ; (524,233,106)
(524,162,0) ; (587,233,106)
(461,91,106) ; (524,162,212)
(524,91,106) ; (587,162,212)
(461,162,106) ; (524,233,212)
(524,162,106) ; (587,233,212)
(0,182,0) ; (51,233,93)
(51,182,0) ; (102,233,93)
(102,182,0) ; (153,233,93)
(285,0,0) ; (385,84,37)
(385,0,0) ; (485,84,37)
(285,0,37) ; (385,84,74)
(385,0,37) ; (485,84,74)
(285,0,74) ; (385,84,111)
(385,0,74) ; (485,84,111)
(285,0,111) ; (385,84,148)
(385,0,111) ; (485,84,148)
(285,0,148) ; (385,84,185)
(385,0,148) ; (485,84,185)
(361,89,0) ; (461,137,50)
(361,137,0) ; (461,185,50)
(361,185,0) ; (461,233,50)
(361,89,50) ; (461,137,100)
(361,137,50) ; (461,185,100)
(361,185,50) ; (461,233,100)
(361,89,100) ; (461,137,150)
(361,137,100) ; (461,185,150)
(361,185,100) ; (461,233,150)
(153,180,0) ; (210,233,54)
(153,180,54) ; (210,233,108)
(153,180,108) ; (210,233,162)
(153,180,162) ; (210,233,216)
(210,182,0) ; (303,233,51)
(210,182,51) ; (303,233,102)
(210,182,102) ; (303,233,153)
(210,182,153) ; (298,233,214)
(304,143,0) ; (361,233,54)
(304,143,54) ; (361,233,108)
(304,143,108) ; (361,233,162)
(304,143,162) ; (361,233,216)
(295,84,0) ; (361,143,31)
(295,84,31) ; (361,143,62)
(295,84,62) ; (361,143,93)
(295,84,93) ; (361,143,124)
(295,84,124) ; (361,143,155)
(295,84,155) ; (361,143,186)
(295,84,186) ; (361,143,217)
(0,0,54) ; (94,120,95)
(94,0,54) ; (188,120,95)
(188,0,54) ; (282,120,95)
(0,0,95) ; (94,120,136)
(94,0,95) ; (188,120,136)
(188,0,95) ; (282,120,136)
(0,0,136) ; (94,120,177)
(94,0,136) ; (188,120,177)
(188,0,136) ; (282,120,177)
(0,0,177) ; (94,120,218)
(94,0,177) ; (188,120,218)
(188,0,177) ; (282,120,218)
(0,120,54) ; (110,180,87)
(110,120,54) ; (220,180,87)
(0,120,87) ; (110,180,120)
(110,120,87) ; (220,180,120)
(0,120,120) ; (110,180,153)
(110,120,120) ; (220,180,153)
(0,120,153) ; (110,180,186)
(110,120,153) ; (220,180,186)
(0,120,186) ; (110,180,219)
(110,120,186) ; (220,180,219)
(220,123,54) ; (274,180,107)
(0,182,93) ; (88,233,154)
(0,182,154) ; (88,233,215)
(88,182,93) ; (149,233,181)
(220,129,107) ; (271,180,200)
(362,123,150) ; (395,233,210)
(395,123,150) ; (428,233,210)
(428,123,150) ; (461,233,210)
(395,89,150) ; (461,120,209)
(287,0,185) ; (353,59,216)
(353,0,185) ; (419,59,216)
(419,0,185) ; (485,59,216)
