0.0382
11 1101
587 233 220
10
1 31 1  48 1  56 1 9
2 90 1  91 1  61 1 8
3 57 1  49 1  73 1 9
4 88 0  51 1  28 1 9
5 83 0  32 1  34 1 14
6 98 1  80 1  76 1 11
7 97 0  58 0  24 1 13
8 80 1  48 1  73 1 12
9 114 0  73 0  26 1 17
10 84 1  56 1  80 1 15
(228,73,130) ; (0,0,0)
(320,160,220) ; (0,73,0)
(180,182,122) ; (407,0,0)
(176,51,112) ; (411,182,0)
(80,48,219) ; (331,185,0)
(80,152,146) ; (327,0,0)
(98,73,217) ; (228,0,0)
(83,32,136) ; (324,153,0)
(171,49,104) ; (416,184,112)
(73,114,98) ; (514,0,122)
(83,68,96) ; (504,114,122)
(76,80,98) ; (438,0,122)
(97,58,96) ; (407,124,122)
(31,112,96) ; (407,0,122)
(56,31,96) ; (458,80,122)
(228,73,78) ; (0,0,130)
(83,32,68) ; (324,153,136)
(80,144,73) ; (327,0,146)
