0.0661
47 4701
587 233 220
10
1 101 0  28 1  59 0 16
2 80 1  81 1  75 1 13
3 115 0  29 1  79 0 16
4 89 0  75 0  36 1 15
5 119 0  46 1  28 1 10
6 47 1  40 1  75 1 13
7 62 1  64 1  53 1 8
8 92 0  66 0  23 1 18
9 94 1  49 1  54 1 9
10 105 0  63 1  52 1 10
(580,75,160) ; (0,0,0)
(106,64,218) ; (0,169,0)
(462,158,81) ; (125,75,0)
(75,89,216) ; (0,80,0)
(49,94,216) ; (75,75,0)
(210,157,63) ; (375,76,81)
(245,94,82) ; (125,139,81)
(248,64,53) ; (125,75,81)
(202,59,84) ; (125,75,134)
(40,47,75) ; (333,75,134)
(174,81,75) ; (409,152,144)
(178,75,72) ; (405,76,144)
(28,119,46) ; (377,114,144)
(445,75,36) ; (0,0,160)
(128,62,53) ; (452,0,160)
(105,63,52) ; (125,168,163)
(119,28,46) ; (125,140,163)
(119,92,56) ; (244,139,163)
(368,66,23) ; (0,0,196)
