0.0466
79 7901
587 233 220
10
1 64 1  52 1  68 1 12
2 30 1  52 1  41 1 8
3 91 0  36 1  66 1 13
4 93 1  100 1  72 1 12
5 61 1  44 1  53 1 9
6 69 0  79 0  21 1 13
7 106 0  40 1  74 1 15
8 54 1  40 1  68 1 14
9 86 1  50 1  60 1 15
10 51 1  38 1  67 1 16
(0,0,0) ; (106,40,74)
(106,0,0) ; (212,40,74)
(0,40,0) ; (106,80,74)
(106,40,0) ; (212,80,74)
(0,0,74) ; (106,40,148)
(106,0,74) ; (212,40,148)
(0,40,74) ; (106,80,148)
(106,40,74) ; (212,80,148)
(0,0,148) ; (69,79,169)
(69,0,148) ; (138,79,169)
(138,0,148) ; (207,79,169)
(0,140,0) ; (66,231,36)
(66,140,0) ; (132,231,36)
(132,140,0) ; (232,233,72)
(232,140,0) ; (332,233,72)
(332,140,0) ; (432,233,72)
(432,140,0) ; (532,233,72)
(0,140,36) ; (66,231,72)
(66,140,36) ; (132,231,72)
(0,140,72) ; (66,231,108)
(66,140,72) ; (132,231,108)
(132,140,72) ; (232,233,144)
(232,140,72) ; (332,233,144)
(332,140,72) ; (432,233,144)
(432,140,72) ; (532,233,144)
(0,140,108) ; (66,231,144)
(66,140,108) ; (132,231,144)
(0,140,144) ; (66,231,180)
(66,140,144) ; (132,231,180)
(132,140,144) ; (232,233,216)
(232,140,144) ; (332,233,216)
(332,140,144) ; (432,233,216)
(432,140,144) ; (532,233,216)
(0,140,180) ; (66,231,216)
(66,140,180) ; (132,231,216)
(431,0,0) ; (483,68,64)
(483,0,0) ; (535,68,64)
(535,0,0) ; (587,68,64)
(431,68,0) ; (483,136,64)
(483,68,0) ; (535,136,64)
(535,68,0) ; (587,136,64)
(431,0,64) ; (483,68,128)
(483,0,64) ; (535,68,128)
(535,0,64) ; (587,68,128)
(431,68,64) ; (483,136,128)
(483,68,64) ; (535,136,128)
(535,68,64) ; (587,136,128)
(431,0,128) ; (482,67,166)
(482,0,128) ; (533,67,166)
(533,0,128) ; (584,67,166)
(431,67,128) ; (482,134,166)
(482,67,128) ; (533,134,166)
(533,67,128) ; (584,134,166)
(534,145,0) ; (587,189,61)
(534,189,0) ; (587,233,61)
(534,145,61) ; (587,189,122)
(534,189,61) ; (587,233,122)
(534,145,122) ; (587,189,183)
(534,189,122) ; (587,233,183)
(534,145,183) ; (586,186,213)
(534,186,183) ; (586,227,213)
(0,80,0) ; (86,140,50)
(86,80,0) ; (172,140,50)
(172,80,0) ; (258,140,50)
(258,80,0) ; (344,140,50)
(344,80,0) ; (430,140,50)
(0,80,50) ; (86,140,100)
(86,80,50) ; (172,140,100)
(172,80,50) ; (258,140,100)
(258,80,50) ; (344,140,100)
(344,80,50) ; (430,140,100)
(0,80,100) ; (86,140,150)
(86,80,100) ; (172,140,150)
(172,80,100) ; (258,140,150)
(258,80,100) ; (344,140,150)
(344,80,100) ; (430,140,150)
(323,0,0) ; (377,40,68)
(377,0,0) ; (431,40,68)
(323,40,0) ; (377,80,68)
(377,40,0) ; (431,80,68)
(323,0,68) ; (429,40,142)
(323,40,68) ; (429,80,142)
(323,0,142) ; (429,40,216)
(323,40,142) ; (429,80,216)
(212,0,0) ; (266,40,68)
(266,0,0) ; (320,40,68)
(212,0,68) ; (318,40,142)
(212,0,142) ; (318,40,216)
(212,40,0) ; (266,80,68)
(266,40,0) ; (320,80,68)
(212,40,68) ; (318,80,142)
(212,40,142) ; (263,78,209)
(263,40,142) ; (314,78,209)
(0,80,150) ; (44,133,211)
(44,80,150) ; (88,133,211)
(88,80,150) ; (132,133,211)
(132,80,150) ; (200,134,190)
(200,80,150) ; (268,134,190)
(270,80,150) ; (310,134,218)
(310,80,150) ; (350,134,218)
(350,80,150) ; (390,134,218)
(390,80,150) ; (430,134,218)
(432,0,166) ; (470,67,217)
(470,0,166) ; (508,67,217)
(508,0,166) ; (546,67,217)
(546,0,166) ; (584,67,217)
(432,67,166) ; (470,134,217)
(470,67,166) ; (508,134,217)
(508,67,166) ; (546,134,217)
(546,67,166) ; (584,134,217)
(0,0,169) ; (69,79,190)
(69,0,169) ; (138,79,190)
(138,0,169) ; (207,79,190)
(0,0,190) ; (69,79,211)
(69,0,190) ; (138,79,211)
(138,0,190) ; (207,79,211)
(132,80,190) ; (173,132,220)
(173,80,190) ; (214,132,220)
(214,80,190) ; (255,132,220)
