0.0507
28 2801
587 233 220
10
1 56 1  46 1  73 1 11
2 94 0  44 1  54 1 12
3 40 1  60 1  57 1 12
4 58 0  77 0  24 1 12
5 69 1  78 1  50 1 11
6 107 1  85 1  70 1 9
7 65 1  95 1  65 1 18
8 63 1  56 1  65 1 7
9 97 0  54 1  34 1 11
10 72 1  67 1  66 1 8
(260,65,190) ; (0,0,0)
(325,95,218) ; (0,138,0)
(214,170,218) ; (373,0,0)
(195,63,112) ; (392,170,0)
(268,72,132) ; (0,65,0)
(65,63,56) ; (327,170,0)
(46,112,219) ; (327,0,0)
(58,77,120) ; (269,0,0)
(46,56,219) ; (327,114,0)
(57,60,120) ; (270,77,0)
(60,57,160) ; (332,176,56)
(194,54,102) ; (393,179,112)
(58,77,96) ; (269,0,120)
(57,60,80) ; (270,77,120)
(107,70,85) ; (0,65,132)
(97,68,54) ; (107,65,132)
(57,60,40) ; (204,65,132)
(57,60,40) ; (204,65,172)
(97,54,34) ; (107,65,186)
(231,58,24) ; (0,0,190)
