0.0335
21 2101
587 233 220
10
1 46 1  94 0  78 1 19
2 31 1  52 1  50 1 14
3 41 1  98 0  43 1 17
4 75 0  35 1  40 1 20
5 79 0  83 0  37 1 15
6 116 0  35 1  42 1 13
7 47 1  39 1  33 1 18
8 67 1  82 1  69 1 14
9 75 1  55 1  52 1 11
10 73 1  48 1  53 1 15
(345,232,82) ; (0,0,0)
(237,94,216) ; (350,0,0)
(240,53,219) ; (347,180,0)
(241,83,185) ; (346,97,0)
(105,232,136) ; (0,0,82)
(94,156,138) ; (105,0,82)
(105,75,135) ; (105,157,82)
(40,150,138) ; (199,0,82)
(134,82,138) ; (210,150,82)
(104,150,86) ; (239,0,82)
(55,150,52) ; (239,0,168)
(47,99,39) ; (296,0,168)
(31,50,52) ; (312,100,168)
(240,75,35) ; (347,101,185)
