0.0353
75 7501
587 233 220
10
1 59 1  81 1  60 1 15
2 105 0  33 1  64 1 11
3 30 1  58 1  35 1 11
4 30 1  27 1  73 0 12
5 37 1  75 0  64 1 12
6 89 0  43 1  30 1 13
7 84 0  43 1  34 1 14
8 112 1  57 1  63 1 20
9 49 1  50 1  27 1 13
10 76 1  89 1  67 1 17
(405,60,177) ; (0,0,0)
(224,171,219) ; (0,62,0)
(356,134,152) ; (231,99,0)
(105,99,128) ; (482,0,0)
(75,64,212) ; (407,0,0)
(180,35,88) ; (302,64,0)
(75,37,128) ; (224,60,0)
(168,34,129) ; (308,64,88)
(105,99,91) ; (482,0,128)
(75,37,64) ; (224,60,128)
(148,75,64) ; (439,158,152)
(112,57,63) ; (475,101,152)
(76,89,67) ; (363,144,152)
(35,58,60) ; (440,100,152)
(129,84,68) ; (234,149,152)
(84,43,68) ; (356,101,152)
(98,50,54) ; (231,99,152)
(27,50,49) ; (329,99,152)
(356,60,43) ; (0,0,177)
(49,50,27) ; (356,0,177)
(73,30,27) ; (224,60,192)
