0.0406
18 1801
587 233 220
10
1 53 1  49 1  79 1 12
2 91 0  64 0  28 1 12
3 42 1  28 1  63 0 20
4 64 1  55 1  33 1 18
5 77 1  99 0  43 1 22
6 113 0  90 0  26 1 20
7 68 1  89 1  48 1 12
8 48 1  25 1  71 0 15
9 31 1  92 0  43 1 21
10 76 0  35 1  55 1 15
(304,35,220) ; (0,0,0)
(154,198,215) ; (0,35,0)
(339,90,220) ; (248,143,0)
(147,79,212) ; (440,0,0)
(182,64,168) ; (405,79,0)
(89,68,220) ; (351,0,0)
(92,62,215) ; (154,171,0)
(96,68,178) ; (154,35,0)
(89,68,220) ; (154,103,0)
(43,92,217) ; (308,0,0)
(50,71,217) ; (355,68,0)
(56,63,168) ; (250,35,0)
(99,43,185) ; (256,100,0)
(92,62,43) ; (495,79,168)
(84,63,42) ; (411,79,168)
(56,63,42) ; (250,35,168)
(84,63,42) ; (154,35,178)
(92,43,31) ; (256,100,185)
