0.0453
95 9501
587 233 220
10
1 86 1  45 1  45 1 18
2 73 0  72 0  35 1 15
3 42 1  92 0  25 1 7
4 48 1  82 1  55 1 18
5 51 1  74 1  51 1 19
6 91 0  55 1  40 1 12
7 35 1  75 0  56 1 12
8 95 0  72 1  38 1 14
9 85 1  73 1  62 1 13
10 118 0  48 1  38 1 14
(296,75,140) ; (0,0,0)
(240,82,220) ; (0,151,0)
(95,152,220) ; (492,0,0)
(91,80,220) ; (496,153,0)
(255,74,215) ; (0,75,0)
(255,62,219) ; (241,171,0)
(192,118,134) ; (300,0,0)
(90,45,217) ; (402,126,0)
(102,51,148) ; (300,120,0)
(45,90,217) ; (255,81,0)
(55,91,80) ; (435,0,134)
(135,90,86) ; (300,0,134)
(184,25,84) ; (306,91,134)
(292,72,35) ; (0,0,140)
(95,38,72) ; (307,133,148)
(95,72,38) ; (0,0,175)
(172,45,45) ; (95,0,175)
(184,25,42) ; (95,45,175)
