(100,130,217)
(0,0,0)
(136,73,220)
(451,0,0)
(71,154,96)
(516,79,0)
(95,102,144)
(0,131,0)
(79,156,79)
(437,77,0)
(148,75,140)
(95,158,0)
(77,66,220)
(100,0,0)
(88,77,108)
(363,0,0)
(71,150,62)
(366,83,0)
(95,92,114)
(100,66,0)
(84,59,177)
(177,0,0)
(119,55,142)
(247,178,0)
(102,67,105)
(261,0,0)
(63,97,136)
(195,59,0)
(104,79,135)
(262,99,0)
(81,31,50)
(282,67,0)
(55,29,51)
(308,67,50)
(69,104,61)
(367,129,62)
(68,44,43)
(368,83,62)
(74,80,138)
(441,153,79)
(73,75,35)
(442,77,79)
(64,115,122)
(521,118,96)
(66,39,71)
(519,79,96)
(99,34,55)
(264,0,105)
(52,43,32)
(384,83,105)
(93,26,47)
(270,34,105)
(55,72,112)
(394,0,108)
(31,59,59)
(363,0,108)
(73,75,35)
(442,77,114)
(87,81,80)
(100,66,114)
(69,71,43)
(367,162,123)
(61,28,34)
(375,134,123)
(98,75,44)
(265,99,135)
(61,90,42)
(195,59,136)
(49,39,47)
(387,83,137)
(105,64,80)
(95,165,140)
(42,59,47)
(200,170,140)
(119,43,78)
(247,186,142)
(90,66,76)
(0,166,144)
(92,35,67)
(0,131,144)
(68,55,71)
(447,77,149)
(93,26,47)
(270,34,152)
(93,34,48)
(270,0,160)
(59,36,54)
(377,197,166)
(55,35,48)
(381,162,166)
(53,39,49)
(532,79,167)
(44,30,42)
(177,0,177)
(50,49,21)
(195,59,178)
(88,67,40)
(275,107,179)
(61,77,25)
(100,66,194)
