0.0546
35 3501
587 233 220
30
1 113 1  69 1  80 1 5
2 36 1  38 1  63 1 2
3 102 0  54 0  26 1 4
4 92 1  87 1  53 1 6
5 46 1  98 0  77 1 3
6 57 0  82 0  27 1 2
7 57 1  52 1  76 1 6
8 97 0  51 1  42 1 4
9 113 0  36 1  41 1 3
10 70 1  51 1  40 1 3
11 61 0  88 0  23 1 3
12 97 0  49 1  29 1 4
13 94 1  49 1  70 1 4
14 73 1  45 1  44 1 5
15 41 1  34 1  27 1 2
16 98 0  32 1  61 1 3
17 102 1  90 1  55 1 4
18 43 1  37 1  59 1 3
19 117 0  51 1  63 1 7
20 114 0  25 1  71 0 5
21 53 1  34 1  67 1 6
22 117 0  44 1  41 1 3
23 52 0  28 1  24 1 5
24 106 1  61 1  77 1 5
25 46 1  79 0  31 1 2
26 82 0  66 1  35 1 4
27 53 1  38 1  39 1 3
28 56 1  96 1  74 1 2
29 72 1  77 1  76 1 8
30 75 0  48 1  34 1 2
(114,71,205) ; (0,0,0)
(184,106,219) ; (403,0,0)
(324,80,138) ; (0,153,0)
(98,70,220) ; (489,163,0)
(104,57,204) ; (483,106,0)
(117,82,70) ; (0,71,0)
(77,61,212) ; (412,172,0)
(214,51,126) ; (114,0,0)
(82,66,70) ; (401,106,0)
(117,102,126) ; (117,51,0)
(87,53,184) ; (325,180,0)
(74,56,220) ; (329,0,0)
(77,76,216) ; (324,104,0)
(37,43,177) ; (366,56,0)
(44,45,219) ; (322,56,0)
(55,102,180) ; (234,51,0)
(32,98,122) ; (290,51,0)
(117,80,123) ; (0,71,70)
(79,62,46) ; (404,110,70)
(76,57,104) ; (407,115,116)
(29,97,98) ; (293,51,122)
(97,51,42) ; (114,0,126)
(108,102,93) ; (117,51,126)
(117,51,63) ; (211,0,126)
(288,76,77) ; (0,154,138)
(36,76,63) ; (288,154,138)
(70,51,40) ; (114,0,168)
(27,41,34) ; (184,0,168)
(34,41,27) ; (369,56,177)
(53,76,39) ; (234,51,180)
(52,24,28) ; (234,129,180)
(75,48,34) ; (337,185,184)
(97,49,29) ; (211,0,189)
(82,57,27) ; (0,71,193)
(28,52,24) ; (82,71,193)
