(178,84,216)
(0,0,0)
(400,73,214)
(187,0,0)
(88,148,162)
(0,85,0)
(159,89,220)
(428,144,0)
(164,69,214)
(423,73,0)
(170,87,143)
(88,146,0)
(165,84,99)
(263,149,0)
(88,60,102)
(88,84,0)
(104,67,182)
(319,73,0)
(100,73,93)
(178,73,0)
(41,72,146)
(278,73,0)
(98,65,81)
(178,73,93)
(65,78,89)
(363,155,99)
(96,69,92)
(267,164,99)
(88,54,72)
(88,84,102)
(150,81,76)
(88,152,143)
(25,52,49)
(294,73,146)
(82,141,57)
(0,92,162)
(79,50,44)
(88,84,174)
(60,57,44)
(178,73,174)
(36,51,44)
(238,73,174)
(87,35,34)
(330,73,182)
(51,22,36)
(366,116,182)
(63,77,26)
(365,156,188)
(96,69,23)
(267,164,191)
