0.0564
30 3001
587 233 220
30
1 73 0  68 1  35 1 3
2 45 1  67 1  60 1 4
3 57 1  48 1  78 1 3
4 55 1  60 1  42 1 7
5 70 1  42 1  74 1 6
6 106 0  30 1  34 1 3
7 58 1  44 1  34 1 4
8 85 0  79 1  40 1 5
9 88 1  60 1  59 1 4
10 95 1  99 1  59 1 10
11 50 1  78 1  59 1 2
12 63 1  57 1  73 1 3
13 44 1  64 0  26 1 5
14 38 1  87 0  33 1 7
15 94 1  53 1  56 1 4
16 97 1  60 1  51 1 5
17 84 1  61 1  61 1 3
18 111 0  33 1  27 1 5
19 62 0  65 0  21 1 2
20 48 1  30 1  64 0 2
21 44 1  59 1  60 1 2
22 98 1  52 1  66 1 2
23 81 0  77 0  34 1 7
24 109 0  68 1  46 1 6
25 73 1  40 1  53 1 8
26 67 1  42 1  76 1 2
27 66 0  38 1  30 1 4
28 81 0  67 0  21 1 6
29 103 1  63 1  77 1 5
30 79 0  62 0  28 1 4
(413,95,99) ; (0,0,0)
(218,138,68) ; (0,95,0)
(315,77,171) ; (272,156,0)
(118,88,220) ; (469,0,0)
(293,61,135) ; (294,95,0)
(56,94,212) ; (413,0,0)
(53,80,219) ; (218,153,0)
(73,57,63) ; (218,96,0)
(73,57,63) ; (218,96,63)
(126,70,148) ; (0,163,68)
(104,66,98) ; (0,97,68)
(90,67,141) ; (126,166,68)
(84,67,76) ; (104,96,68)
(30,66,76) ; (188,100,68)
(79,85,120) ; (0,0,99)
(59,95,99) ; (79,0,99)
(99,95,118) ; (138,0,99)
(97,51,120) ; (316,0,99)
(173,44,60) ; (240,51,99)
(78,50,118) ; (237,0,99)
(73,57,63) ; (218,96,126)
(234,57,48) ; (351,98,135)
(55,60,84) ; (296,95,135)
(81,67,42) ; (104,96,144)
(30,66,76) ; (188,100,144)
(146,40,53) ; (267,51,159)
(60,64,48) ; (0,99,166)
(44,64,52) ; (60,99,166)
(286,67,21) ; (299,162,171)
(26,64,44) ; (272,165,171)
(212,30,34) ; (373,125,183)
(222,27,33) ; (363,98,183)
(79,62,28) ; (104,101,186)
(64,44,26) ; (218,109,189)
(237,62,28) ; (348,165,192)
(44,64,26) ; (304,163,192)
