0.0585
93 9301
587 233 220
30
1 112 0  93 0  21 1 2
2 107 1  98 1  69 1 3
3 90 0  65 0  21 1 2
4 110 0  49 1  54 1 3
5 70 1  67 1  47 1 4
6 66 1  64 1  48 1 3
7 45 1  26 1  76 0 2
8 118 0  51 1  55 1 7
9 68 1  61 1  77 1 4
10 70 0  26 1  41 1 4
11 56 1  69 1  62 1 6
12 45 1  99 0  41 1 2
13 30 1  93 0  68 0 6
14 79 1  89 1  80 1 4
15 70 0  94 0  29 1 3
16 52 1  49 1  56 1 4
17 48 1  54 1  63 1 5
18 104 1  62 1  63 1 4
19 71 1  94 1  49 1 2
20 100 1  70 1  57 1 6
21 44 1  78 1  65 1 3
22 41 1  33 1  33 1 7
23 35 1  71 0  61 1 2
24 83 1  51 1  44 1 7
25 64 0  27 1  38 1 1
26 112 1  74 1  67 1 5
27 85 1  67 1  55 1 4
28 51 1  44 1  40 1 4
29 39 1  37 1  32 1 5
30 103 0  83 0  29 1 6
(206,166,131) ; (0,0,0)
(201,70,218) ; (386,0,0)
(112,159,134) ; (475,74,0)
(222,67,112) ; (0,166,0)
(89,158,160) ; (386,75,0)
(69,186,219) ; (317,0,0)
(67,47,70) ; (319,186,0)
(107,98,207) ; (206,0,0)
(94,71,128) ; (222,162,0)
(108,63,96) ; (206,99,0)
(65,44,78) ; (321,189,70)
(104,63,124) ; (206,99,96)
(125,63,104) ; (0,170,112)
(96,66,85) ; (125,167,112)
(93,68,90) ; (222,162,128)
(70,94,87) ; (0,0,131)
(110,98,54) ; (70,0,131)
(78,65,88) ; (0,98,131)
(54,63,48) ; (78,100,131)
(26,152,45) ; (180,0,131)
(48,64,66) ; (132,99,131)
(104,112,49) ; (481,121,134)
(99,45,41) ; (486,74,134)
(64,39,37) ; (322,194,148)
(83,103,58) ; (392,130,160)
(70,41,26) ; (405,75,160)
(99,41,45) ; (486,74,175)
(26,140,41) ; (180,0,176)
(44,51,40) ; (78,112,179)
(96,39,37) ; (489,194,183)
(61,71,35) ; (524,123,183)
(41,66,33) ; (483,128,183)
(71,61,35) ; (70,0,185)
(82,33,33) ; (70,61,185)
(33,41,33) ; (141,0,185)
(64,38,27) ; (322,195,185)
(66,41,33) ; (409,75,186)
(90,65,21) ; (125,167,197)
