0.0585
93 9301
587 233 220
30
1 112 0  93 0  21 1 2
2 107 1  98 1  69 1 3
3 90 0  65 0  21 1 2
4 110 0  49 1  54 1 3
5 70 1  67 1  47 1 4
6 66 1  64 1  48 1 3
7 45 1  26 1  76 0 2
8 118 0  51 1  55 1 7
9 68 1  61 1  77 1 4
10 70 0  26 1  41 1 4
11 56 1  69 1  62 1 6
12 45 1  99 0  41 1 2
13 30 1  93 0  68 0 6
14 79 1  89 1  80 1 4
15 70 0  94 0  29 1 3
16 52 1  49 1  56 1 4
17 48 1  54 1  63 1 5
18 104 1  62 1  63 1 4
19 71 1  94 1  49 1 2
20 100 1  70 1  57 1 6
21 44 1  78 1  65 1 3
22 41 1  33 1  33 1 7
23 35 1  71 0  61 1 2
24 83 1  51 1  44 1 7
25 64 0  27 1  38 1 1
26 112 1  74 1  67 1 5
27 85 1  67 1  55 1 4
28 51 1  44 1  40 1 4
29 39 1  37 1  32 1 5
30 103 0  83 0  29 1 6
(0,0,0) ; (103,83,29)
(103,0,0) ; (206,83,29)
(0,83,0) ; (103,166,29)
(103,83,0) ; (206,166,29)
(0,0,29) ; (118,55,80)
(0,55,29) ; (118,110,80)
(0,110,29) ; (118,165,80)
(118,0,29) ; (162,83,80)
(118,83,29) ; (162,166,80)
(162,0,29) ; (206,83,80)
(162,83,29) ; (206,166,80)
(0,0,80) ; (118,55,131)
(0,55,80) ; (118,110,131)
(0,110,80) ; (118,165,131)
(118,0,80) ; (162,83,131)
(118,83,80) ; (162,123,131)
(118,123,80) ; (162,163,131)
(162,0,80) ; (206,83,131)
(162,83,80) ; (206,166,131)
(386,0,0) ; (453,70,47)
(453,0,0) ; (520,70,47)
(520,0,0) ; (587,70,47)
(386,0,47) ; (486,70,104)
(486,0,47) ; (586,70,104)
(386,0,104) ; (486,70,161)
(486,0,104) ; (586,70,161)
(386,0,161) ; (486,70,218)
(486,0,161) ; (586,70,218)
(475,74,0) ; (530,159,67)
(530,74,0) ; (585,159,67)
(475,159,0) ; (587,233,67)
(475,74,67) ; (530,159,134)
(530,74,67) ; (585,159,134)
(475,159,67) ; (587,233,134)
(0,166,0) ; (74,233,112)
(74,166,0) ; (148,233,112)
(148,166,0) ; (222,233,112)
(386,75,0) ; (475,154,80)
(386,154,0) ; (475,233,80)
(386,75,80) ; (475,154,160)
(386,154,80) ; (475,233,160)
(317,0,0) ; (386,62,56)
(317,62,0) ; (386,124,56)
(317,124,0) ; (386,186,56)
(317,0,56) ; (386,62,112)
(317,62,56) ; (386,124,112)
(317,124,56) ; (386,186,112)
(317,0,112) ; (385,93,142)
(317,93,112) ; (385,186,142)
(317,0,142) ; (385,61,219)
(317,61,142) ; (385,122,219)
(317,122,142) ; (385,183,219)
(319,186,0) ; (386,233,70)
(206,0,0) ; (313,98,69)
(206,0,69) ; (313,98,138)
(206,0,138) ; (313,98,207)
(222,162,0) ; (316,233,49)
(222,162,49) ; (316,233,98)
(222,162,98) ; (315,230,128)
(206,99,0) ; (260,162,48)
(260,99,0) ; (314,162,48)
(206,99,48) ; (260,162,96)
(260,99,48) ; (314,162,96)
(321,189,70) ; (386,233,148)
(206,99,96) ; (310,162,158)
(206,99,158) ; (310,162,220)
(0,170,112) ; (62,233,216)
(62,170,112) ; (125,232,216)
(125,167,112) ; (173,233,176)
(173,167,112) ; (221,233,176)
(125,167,176) ; (215,232,197)
(222,162,128) ; (315,230,158)
(222,162,158) ; (315,230,188)
(222,162,188) ; (315,230,218)
(0,0,131) ; (70,94,160)
(0,0,160) ; (70,94,189)
(0,0,189) ; (70,94,218)
(70,0,131) ; (180,49,185)
(70,49,131) ; (180,98,185)
(0,98,131) ; (78,163,175)
(0,98,175) ; (78,163,219)
(78,100,131) ; (132,163,179)
(180,0,131) ; (206,76,176)
(180,76,131) ; (206,152,176)
(132,99,131) ; (180,163,197)
(481,121,134) ; (533,177,183)
(533,121,134) ; (585,177,183)
(481,177,134) ; (533,233,183)
(533,177,134) ; (585,233,183)
(486,74,134) ; (585,119,175)
(322,194,148) ; (354,233,185)
(354,194,148) ; (386,233,185)
(392,130,160) ; (475,233,189)
(392,130,189) ; (475,233,218)
(405,75,160) ; (475,116,186)
(486,74,175) ; (585,115,220)
(180,0,176) ; (206,70,217)
(180,70,176) ; (206,140,217)
(78,112,179) ; (122,163,219)
(489,194,183) ; (521,233,220)
(521,194,183) ; (553,233,220)
(553,194,183) ; (585,233,220)
(524,123,183) ; (585,194,218)
(483,128,183) ; (524,161,216)
(483,161,183) ; (524,194,216)
(70,0,185) ; (141,61,220)
(70,61,185) ; (111,94,218)
(111,61,185) ; (152,94,218)
(141,0,185) ; (174,41,218)
(322,195,185) ; (386,233,212)
(409,75,186) ; (442,116,219)
(442,75,186) ; (475,116,219)
(125,167,197) ; (215,232,218)
