0.0633
10 1001
587 233 220
30
1 102 0  36 1  76 0 7
2 54 1  74 1  67 1 4
3 41 1  76 1  79 1 6
4 82 1  66 1  64 1 2
5 120 0  79 1  47 1 4
6 93 1  81 1  59 1 5
7 72 1  80 1  55 1 4
8 120 1  87 1  66 1 4
9 60 1  62 0  31 1 7
10 93 0  35 1  21 1 6
11 67 1  70 1  61 1 3
12 111 0  41 1  50 1 4
13 117 0  31 1  22 1 5
14 31 1  31 1  75 0 7
15 40 1  35 1  37 1 5
16 95 0  58 0  26 1 2
17 50 1  44 1  57 1 6
18 98 0  95 0  35 1 1
19 88 1  94 1  49 1 2
20 75 1  43 1  57 1 6
21 97 0  86 1  45 1 4
22 79 1  56 1  78 1 3
23 41 1  61 1  61 1 4
24 62 1  46 1  69 1 7
25 63 1  47 1  53 1 4
26 108 0  73 0  36 1 3
27 106 0  78 0  39 1 2
28 107 0  77 1  46 1 2
29 116 0  37 1  62 1 5
30 106 0  47 1  45 1 3
(188,112,88) ; (0,0,0)
(237,82,213) ; (350,0,0)
(348,120,66) ; (0,113,0)
(169,76,216) ; (418,157,0)
(116,74,124) ; (471,83,0)
(70,67,122) ; (348,166,0)
(72,110,80) ; (188,0,0)
(57,75,172) ; (414,82,0)
(90,106,47) ; (260,0,0)
(64,82,132) ; (350,84,0)
(90,97,172) ; (260,0,47)
(240,79,150) ; (0,154,66)
(111,41,150) ; (0,113,66)
(122,41,122) ; (111,113,66)
(107,46,154) ; (241,187,66)
(108,73,108) ; (240,114,66)
(72,110,80) ; (188,0,80)
(184,62,100) ; (0,0,88)
(114,50,85) ; (0,62,88)
(69,46,62) ; (114,62,88)
(70,67,61) ; (348,166,122)
(81,59,93) ; (506,98,124)
(35,74,80) ; (471,83,124)
(62,75,31) ; (352,91,132)
(62,46,69) ; (114,62,150)
(62,93,60) ; (188,0,160)
(43,75,57) ; (371,91,163)
(57,75,43) ; (414,82,172)
(106,45,47) ; (0,62,173)
(69,62,46) ; (279,125,174)
(37,35,40) ; (240,152,174)
(60,62,31) ; (358,171,183)
(150,62,31) ; (0,0,188)
(117,22,31) ; (111,132,188)
