0.0621
82 8201
587 233 220
30
1 49 1  62 1  35 1 3
2 79 1  64 1  44 1 4
3 67 1  66 1  44 1 3
4 109 0  58 1  54 1 5
5 32 1  97 0  75 0 4
6 47 0  75 0  22 1 5
7 83 0  30 1  73 0 3
8 61 1  32 1  77 0 5
9 53 1  92 1  56 1 6
10 73 0  95 0  28 1 4
11 85 1  57 1  72 1 3
12 58 0  42 1  29 1 4
13 75 0  29 1  61 0 5
14 114 0  39 1  55 1 5
15 43 1  52 1  42 1 3
16 64 1  80 1  63 1 2
17 117 0  39 1  50 1 4
18 79 1  41 1  74 1 7
19 46 0  50 0  20 1 3
20 70 1  92 1  76 1 5
21 101 0  40 1  73 1 5
22 82 1  62 1  46 1 5
23 108 0  88 0  22 1 8
24 30 1  78 0  77 0 6
25 88 1  78 1  65 1 4
26 98 1  84 1  57 1 5
27 71 1  51 1  55 1 4
28 116 0  33 1  59 1 3
29 34 1  91 0  22 1 4
30 69 0  29 1  62 0 6
(76,92,210) ; (0,0,0)
(58,194,216) ; (529,0,0)
(160,141,151) ; (0,92,0)
(117,39,205) ; (470,194,0)
(285,84,98) ; (244,0,0)
(159,92,182) ; (76,0,0)
(73,101,160) ; (456,93,0)
(114,39,220) ; (356,194,0)
(130,78,176) ; (160,155,0)
(88,108,154) ; (368,86,0)
(66,44,201) ; (290,189,0)
(82,62,138) ; (160,93,0)
(75,97,212) ; (293,92,0)
(51,71,165) ; (242,84,0)
(148,82,120) ; (381,0,98)
(73,83,90) ; (308,0,98)
(62,82,92) ; (244,0,98)
(75,61,29) ; (160,94,138)
(116,66,59) ; (0,167,151)
(122,75,29) ; (0,92,151)
(35,49,62) ; (116,184,151)
(34,91,22) ; (122,93,151)
(88,108,22) ; (368,86,154)
(69,62,58) ; (460,132,160)
(62,35,49) ; (467,93,160)
(51,71,55) ; (242,84,165)
(75,61,29) ; (160,94,167)
(34,91,22) ; (122,93,173)
(94,75,44) ; (160,158,176)
(84,52,43) ; (372,142,176)
(42,52,43) ; (414,86,176)
(29,58,42) ; (254,175,176)
(46,50,40) ; (368,86,176)
(101,73,40) ; (0,94,180)
(84,58,29) ; (76,0,182)
(91,34,22) ; (76,58,182)
(62,49,35) ; (160,0,182)
(58,42,29) ; (167,49,182)
(61,75,29) ; (320,0,188)
(62,69,29) ; (244,0,190)
(34,91,22) ; (122,93,195)
(75,47,22) ; (160,108,196)
