0.0545
28 2801
587 233 220
30
1 56 1  46 1  73 1 3
2 94 0  44 1  54 1 3
3 40 1  60 1  57 1 4
4 58 0  77 0  24 1 9
5 69 1  78 1  50 1 3
6 107 1  85 1  70 1 4
7 65 1  95 1  65 1 2
8 63 1  56 1  65 1 6
9 97 0  54 1  34 1 5
10 72 1  67 1  66 1 4
11 88 0  69 0  32 1 4
12 96 1  83 1  78 1 8
13 53 1  59 1  40 1 3
14 114 0  55 0  23 1 6
15 47 1  59 1  77 1 6
16 87 1  96 1  54 1 4
17 60 1  49 1  55 1 6
18 39 1  80 0  68 1 3
19 69 1  56 1  60 1 2
20 89 0  27 1  75 0 5
21 45 1  26 1  62 0 3
22 90 0  31 1  45 1 4
23 59 1  33 1  61 1 3
24 47 1  86 1  48 1 3
25 92 1  49 1  60 1 4
26 67 1  53 1  69 1 2
27 60 1  49 1  62 1 4
28 32 1  49 1  47 1 3
29 96 0  35 1  79 0 4
30 79 1  56 1  73 1 4
(0,0,0) ; (96,83,78)
(96,0,0) ; (192,83,78)
(0,83,0) ; (96,166,78)
(96,83,0) ; (192,166,78)
(0,0,78) ; (96,83,156)
(96,0,78) ; (192,83,156)
(0,83,78) ; (96,166,156)
(96,83,78) ; (192,166,156)
(344,0,0) ; (436,60,49)
(436,0,0) ; (498,60,49)
(498,0,0) ; (538,60,57)
(538,0,0) ; (587,60,55)
(344,0,49) ; (436,60,98)
(436,0,49) ; (498,60,98)
(538,0,55) ; (587,60,110)
(498,0,57) ; (538,60,114)
(344,0,98) ; (436,60,147)
(436,0,98) ; (498,60,147)
(538,0,110) ; (587,60,165)
(498,0,114) ; (538,59,167)
(344,0,147) ; (436,60,196)
(436,0,147) ; (498,60,196)
(538,0,165) ; (587,60,220)
(498,0,167) ; (538,59,220)
(344,0,196) ; (421,58,220)
(421,0,196) ; (498,58,220)
(433,174,0) ; (510,233,47)
(510,174,0) ; (587,233,47)
(433,174,47) ; (510,233,94)
(510,174,47) ; (587,233,94)
(433,174,94) ; (510,233,141)
(510,174,94) ; (587,233,141)
(433,174,141) ; (510,232,165)
(510,174,141) ; (587,232,165)
(433,174,165) ; (510,232,189)
(510,174,165) ; (587,232,189)
(433,174,189) ; (510,232,213)
(510,174,189) ; (587,232,213)
(0,168,0) ; (65,233,95)
(65,168,0) ; (130,233,95)
(0,168,95) ; (63,233,151)
(63,168,95) ; (126,233,151)
(475,101,0) ; (531,174,79)
(531,101,0) ; (587,174,79)
(475,101,79) ; (531,174,158)
(531,101,79) ; (587,174,158)
(475,101,158) ; (531,170,218)
(531,101,158) ; (587,170,218)
(527,60,0) ; (587,100,57)
(527,60,57) ; (587,100,114)
(527,60,114) ; (586,100,167)
(430,60,0) ; (527,94,54)
(430,60,54) ; (527,94,108)
(430,60,108) ; (527,94,162)
(430,60,162) ; (527,94,216)
(130,166,0) ; (196,233,72)
(130,166,72) ; (196,233,144)
(130,166,144) ; (196,233,216)
(263,163,0) ; (348,233,107)
(348,163,0) ; (433,233,107)
(263,163,107) ; (348,233,214)
(348,163,107) ; (433,233,214)
(436,94,0) ; (475,174,68)
(436,94,68) ; (475,174,136)
(436,94,136) ; (475,174,204)
(192,0,0) ; (288,54,87)
(192,54,0) ; (288,108,87)
(192,108,0) ; (288,162,87)
(192,0,87) ; (288,79,122)
(192,79,87) ; (288,158,122)
(192,0,122) ; (288,79,157)
(192,79,122) ; (288,158,157)
(196,164,0) ; (263,233,53)
(196,164,53) ; (263,233,106)
(196,164,106) ; (263,230,178)
(343,60,0) ; (429,107,48)
(343,107,0) ; (430,161,96)
(343,60,48) ; (429,107,96)
(288,0,0) ; (344,46,73)
(288,0,73) ; (344,46,146)
(288,0,146) ; (344,46,219)
(288,46,0) ; (343,160,23)
(288,46,23) ; (343,160,46)
(288,46,46) ; (343,160,69)
(288,46,69) ; (343,160,92)
(288,46,92) ; (343,160,115)
(288,46,115) ; (343,160,138)
(351,60,96) ; (429,110,165)
(351,110,96) ; (429,160,165)
(289,46,138) ; (343,143,172)
(289,46,172) ; (343,140,216)
(0,168,151) ; (63,233,207)
(63,168,151) ; (126,233,207)
(0,0,156) ; (90,45,187)
(90,0,156) ; (180,45,187)
(0,0,187) ; (90,45,218)
(90,0,187) ; (180,45,218)
(0,45,156) ; (56,110,219)
(0,117,156) ; (55,166,216)
(55,117,156) ; (110,166,216)
(56,45,156) ; (144,114,188)
(110,117,156) ; (157,166,188)
(110,117,188) ; (157,166,220)
(144,45,156) ; (189,107,182)
(157,107,156) ; (190,166,217)
(192,0,157) ; (248,65,220)
(248,0,157) ; (281,59,218)
(192,65,157) ; (286,109,211)
(192,109,157) ; (286,153,211)
(354,60,165) ; (429,149,192)
(354,60,192) ; (429,149,219)
(537,60,167) ; (586,92,214)
(196,169,178) ; (255,230,211)
(144,45,182) ; (189,107,208)
(56,45,188) ; (144,114,220)
