0.0522
63 6301
587 233 220
30
1 31 1  93 0  55 1 8
2 61 1  85 1  68 1 5
3 90 1  89 1  70 1 2
4 57 1  93 1  69 1 5
5 73 0  36 1  26 1 3
6 39 1  58 0  20 1 5
7 103 0  51 1  27 1 4
8 36 1  68 1  44 1 3
9 108 0  39 1  45 1 2
10 33 1  39 1  31 1 7
11 120 0  48 1  43 1 5
12 100 0  96 1  49 1 5
13 82 0  41 1  47 1 2
14 75 1  42 1  56 1 4
15 34 1  94 0  24 1 5
16 56 1  88 1  70 1 3
17 101 0  27 1  64 0 4
18 59 1  70 1  64 1 5
19 31 1  54 1  42 1 3
20 73 0  43 1  35 1 7
21 98 1  75 1  75 1 10
22 34 1  43 1  77 0 4
23 43 1  72 1  45 1 3
24 92 0  41 1  32 1 7
25 117 0  32 1  48 1 3
26 56 1  31 1  48 1 3
27 56 1  100 1  67 1 5
28 80 1  63 1  58 1 3
29 72 1  44 1  70 1 5
30 110 0  41 1  70 1 3
(375,98,150) ; (0,0,0)
(180,70,217) ; (0,163,0)
(280,100,163) ; (307,133,0)
(132,129,124) ; (455,0,0)
(174,63,80) ; (0,100,0)
(45,131,72) ; (410,0,0)
(34,77,129) ; (376,0,0)
(62,93,220) ; (180,140,0)
(64,92,41) ; (242,141,0)
(31,56,96) ; (379,77,0)
(112,42,150) ; (174,98,0)
(92,32,123) ; (287,98,0)
(64,70,177) ; (242,163,41)
(58,20,156) ; (242,143,41)
(43,120,144) ; (410,0,72)
(170,61,136) ; (0,102,80)
(31,56,48) ; (379,77,96)
(92,32,41) ; (287,98,123)
(91,120,96) ; (496,0,124)
(41,82,94) ; (455,0,124)
(39,33,93) ; (457,82,124)
(34,77,43) ; (376,0,129)
(31,39,33) ; (379,77,144)
(186,57,69) ; (0,0,150)
(220,41,70) ; (0,57,150)
(103,54,51) ; (186,0,150)
(85,61,68) ; (290,0,150)
(110,41,70) ; (174,99,150)
(73,36,69) ; (302,61,150)
(36,44,68) ; (220,54,150)
(33,39,62) ; (256,54,150)
(207,93,57) ; (379,134,163)
(70,88,56) ; (309,139,163)
(92,32,41) ; (287,98,164)
(26,73,36) ; (384,0,172)
(31,39,33) ; (379,77,177)
