0.0601
57 5701
587 233 220
30
1 94 1  51 1  77 1 5
2 56 0  90 0  22 1 2
3 96 1  70 1  53 1 5
4 100 1  60 1  80 1 7
5 110 0  48 1  61 1 8
6 63 1  64 1  72 1 3
7 79 0  39 1  76 1 4
8 110 0  40 1  35 1 3
9 55 1  87 1  44 1 8
10 101 0  26 1  34 1 3
11 36 1  97 0  28 1 4
12 118 0  89 1  48 1 4
13 86 0  52 0  21 1 3
14 58 1  59 1  57 1 5
15 46 1  81 1  72 1 8
16 41 1  66 1  66 1 4
17 45 1  83 0  29 1 3
18 33 1  59 1  74 0 4
19 108 0  31 1  25 1 6
20 98 0  46 1  45 1 2
21 73 0  35 1  34 1 4
22 57 1  63 1  39 1 2
23 68 1  43 1  50 1 4
24 43 1  33 1  27 1 4
25 67 1  70 1  52 1 4
26 86 1  51 1  53 1 7
27 78 1  49 1  68 1 2
28 100 0  100 0  35 1 2
29 80 1  52 1  69 1 2
30 64 1  59 1  74 1 7
(0,0,0) ; (110,48,61)
(110,0,0) ; (220,48,61)
(0,48,0) ; (110,96,61)
(110,48,0) ; (220,96,61)
(0,0,61) ; (110,48,122)
(110,0,61) ; (220,48,122)
(0,48,61) ; (110,96,122)
(110,48,61) ; (220,96,122)
(0,0,122) ; (70,96,175)
(70,0,122) ; (140,96,175)
(140,0,122) ; (210,96,175)
(469,0,0) ; (528,74,64)
(528,0,0) ; (587,74,64)
(469,74,0) ; (587,163,48)
(469,74,48) ; (587,163,96)
(469,0,64) ; (528,74,128)
(528,0,64) ; (587,74,128)
(469,74,96) ; (587,163,144)
(469,0,128) ; (528,74,192)
(528,0,128) ; (587,74,192)
(469,74,144) ; (587,163,192)
(469,0,192) ; (577,31,217)
(469,31,192) ; (577,62,217)
(469,62,192) ; (577,93,217)
(469,93,192) ; (577,124,217)
(469,124,192) ; (577,155,217)
(0,173,0) ; (100,233,80)
(100,173,0) ; (200,233,80)
(200,173,0) ; (300,233,80)
(0,173,80) ; (100,233,160)
(100,173,80) ; (200,233,160)
(200,173,80) ; (300,233,160)
(0,173,160) ; (59,230,218)
(59,173,160) ; (118,230,218)
(118,173,160) ; (177,230,218)
(177,173,160) ; (236,230,218)
(236,173,160) ; (295,230,218)
(440,163,0) ; (507,233,52)
(507,163,0) ; (587,232,52)
(440,163,52) ; (507,233,104)
(507,163,52) ; (587,232,104)
(440,163,104) ; (513,197,139)
(513,163,104) ; (586,197,139)
(440,197,104) ; (513,231,139)
(513,197,104) ; (586,231,139)
(0,96,0) ; (51,173,94)
(51,96,0) ; (102,173,94)
(0,96,94) ; (51,173,188)
(51,96,94) ; (102,173,188)
(0,96,188) ; (97,132,216)
(0,132,188) ; (97,168,216)
(307,0,0) ; (388,46,72)
(388,0,0) ; (469,46,72)
(307,46,0) ; (388,92,72)
(388,46,0) ; (469,92,72)
(307,0,72) ; (388,46,144)
(388,0,72) ; (469,46,144)
(307,46,72) ; (388,92,144)
(388,46,72) ; (469,92,144)
(300,180,0) ; (370,233,96)
(370,180,0) ; (440,233,96)
(300,180,96) ; (370,232,163)
(370,180,96) ; (440,232,163)
(102,96,0) ; (153,173,94)
(406,99,0) ; (469,163,72)
(406,99,72) ; (469,163,144)
(406,99,144) ; (469,163,216)
(153,97,0) ; (232,173,39)
(153,97,39) ; (232,173,78)
(153,97,78) ; (232,173,117)
(153,97,117) ; (232,173,156)
(220,0,0) ; (307,44,55)
(220,44,0) ; (307,88,55)
(220,0,55) ; (307,44,110)
(220,44,55) ; (307,88,110)
(220,0,110) ; (307,44,165)
(220,44,110) ; (307,88,165)
(220,0,165) ; (307,44,220)
(220,44,165) ; (307,88,220)
(300,94,0) ; (353,180,51)
(353,94,0) ; (406,180,51)
(300,94,51) ; (353,180,102)
(353,94,51) ; (406,180,102)
(300,94,102) ; (352,180,123)
(352,94,102) ; (404,180,123)
(300,94,123) ; (351,180,176)
(351,94,123) ; (402,180,176)
(232,91,0) ; (298,132,66)
(232,132,0) ; (298,173,66)
(232,91,66) ; (298,132,132)
(232,132,66) ; (298,173,132)
(102,105,94) ; (152,173,137)
(102,105,137) ; (151,173,215)
(232,99,132) ; (265,173,191)
(265,99,132) ; (298,173,191)
(486,171,139) ; (586,231,219)
(443,163,139) ; (486,231,189)
(443,163,189) ; (486,196,216)
(443,196,189) ; (486,229,216)
(383,0,144) ; (469,52,165)
(383,0,165) ; (469,51,218)
(372,52,144) ; (469,88,172)
(309,0,144) ; (383,33,203)
(308,33,144) ; (372,92,218)
(153,140,156) ; (227,173,215)
(153,101,156) ; (210,140,219)
(304,182,163) ; (372,232,206)
(372,182,163) ; (440,232,206)
(372,52,172) ; (469,88,200)
(0,0,175) ; (98,46,220)
(0,46,175) ; (98,92,220)
(98,0,175) ; (208,35,215)
(98,35,175) ; (181,64,220)
(98,64,175) ; (181,93,220)
(181,35,175) ; (208,68,218)
(312,124,176) ; (402,180,198)
(312,124,198) ; (402,180,220)
(301,94,176) ; (402,120,210)
(232,140,191) ; (275,173,218)
