0.0554
71 7101
587 233 220
30
1 113 0  42 1  39 1 4
2 75 1  73 1  71 1 3
3 118 0  31 1  56 1 5
4 83 1  86 1  54 1 3
5 86 1  66 1  58 1 1
6 99 1  58 1  56 1 8
7 86 1  96 1  62 1 1
8 63 1  48 1  75 1 3
9 112 1  83 1  69 1 3
10 74 1  50 1  50 1 1
11 117 0  72 1  58 1 6
12 114 0  53 1  71 1 3
13 49 1  54 1  41 1 7
14 41 1  57 1  30 1 6
15 118 1  71 1  63 1 1
16 52 1  31 1  31 1 1
17 76 1  76 1  47 1 2
18 36 1  31 1  38 1 3
19 32 1  29 1  56 1 7
20 74 0  71 0  28 1 3
21 113 0  37 1  73 1 5
22 76 1  46 1  42 1 5
23 105 0  33 1  71 0 2
24 58 0  68 0  24 1 7
25 30 1  75 0  54 1 7
26 115 0  34 1  73 0 4
27 117 1  91 1  73 1 5
28 67 1  35 1  50 1 7
29 118 0  67 1  37 1 3
30 39 1  71 1  48 1 5
(0,0,0) ; (91,117,73)
(0,0,73) ; (91,117,146)
(0,0,146) ; (91,117,219)
(413,0,0) ; (471,117,72)
(471,0,0) ; (529,117,72)
(529,0,0) ; (587,117,72)
(413,0,72) ; (471,117,144)
(471,0,72) ; (529,117,144)
(529,0,72) ; (587,117,144)
(413,0,144) ; (486,115,178)
(486,0,144) ; (539,114,215)
(539,0,144) ; (587,39,215)
(539,39,144) ; (587,78,215)
(539,78,144) ; (587,117,215)
(413,0,178) ; (486,113,215)
(0,117,0) ; (56,175,99)
(56,117,0) ; (112,175,99)
(112,117,0) ; (168,175,99)
(0,175,0) ; (56,233,99)
(56,175,0) ; (112,233,99)
(112,175,0) ; (168,233,99)
(0,117,99) ; (83,229,168)
(83,117,99) ; (166,229,168)
(357,120,0) ; (471,191,53)
(471,120,0) ; (585,191,53)
(357,191,0) ; (403,233,76)
(403,191,0) ; (449,233,76)
(449,191,0) ; (495,233,76)
(495,191,0) ; (541,233,76)
(541,191,0) ; (587,233,76)
(357,120,53) ; (432,191,126)
(432,120,53) ; (507,191,126)
(507,120,53) ; (582,191,126)
(357,191,76) ; (470,233,115)
(470,191,76) ; (583,233,115)
(357,191,115) ; (470,233,154)
(470,191,115) ; (583,233,154)
(357,120,126) ; (431,191,154)
(431,120,126) ; (505,191,154)
(505,120,126) ; (579,191,154)
(91,0,0) ; (164,113,37)
(164,0,0) ; (237,117,91)
(91,0,37) ; (164,113,74)
(91,0,74) ; (164,113,111)
(164,0,91) ; (237,117,182)
(91,0,111) ; (164,115,145)
(91,0,145) ; (164,115,179)
(91,0,179) ; (164,113,216)
(164,0,182) ; (237,115,216)
(168,121,0) ; (226,177,99)
(168,177,0) ; (226,233,99)
(168,121,99) ; (226,189,123)
(168,189,99) ; (225,230,129)
(168,121,123) ; (226,189,147)
(168,189,129) ; (225,230,159)
(168,121,147) ; (226,189,171)
(168,189,159) ; (225,230,189)
(168,121,171) ; (226,189,195)
(168,189,189) ; (225,230,219)
(168,121,195) ; (226,189,219)
(302,0,0) ; (339,118,67)
(339,0,0) ; (376,118,67)
(376,0,0) ; (413,118,67)
(226,121,0) ; (309,233,69)
(226,121,69) ; (309,175,155)
(226,175,69) ; (309,229,155)
(316,184,0) ; (357,233,54)
(316,184,54) ; (357,233,108)
(316,184,108) ; (357,233,162)
(316,184,162) ; (357,233,216)
(237,0,0) ; (300,118,71)
(237,0,71) ; (268,118,127)
(268,0,71) ; (299,118,127)
(237,0,127) ; (268,118,183)
(268,0,127) ; (299,118,183)
(309,121,0) ; (357,184,75)
(309,121,75) ; (357,184,150)
(350,0,67) ; (382,29,123)
(350,29,67) ; (382,58,123)
(350,58,67) ; (382,87,123)
(350,87,67) ; (382,116,123)
(382,0,67) ; (413,118,123)
(303,0,67) ; (350,76,143)
(303,0,143) ; (350,76,219)
(302,76,67) ; (350,115,138)
(351,0,123) ; (413,86,219)
(357,86,123) ; (413,115,155)
(357,86,155) ; (413,115,187)
(357,86,187) ; (413,115,219)
(302,76,138) ; (350,115,209)
(322,134,150) ; (357,184,217)
(474,162,154) ; (579,233,187)
(474,162,187) ; (579,233,220)
(512,127,154) ; (579,162,204)
(388,175,154) ; (474,233,220)
(463,121,154) ; (512,162,208)
(388,121,154) ; (463,175,184)
(388,121,184) ; (463,175,214)
(358,151,154) ; (388,192,211)
(358,192,154) ; (388,233,211)
(357,120,154) ; (388,151,206)
(226,121,155) ; (301,175,185)
(226,175,155) ; (301,229,185)
(226,121,185) ; (301,175,215)
(226,175,185) ; (301,229,215)
(0,154,168) ; (63,229,216)
(63,162,168) ; (98,229,218)
(0,119,168) ; (67,154,218)
(98,124,168) ; (165,159,218)
(98,159,168) ; (165,194,218)
(98,194,168) ; (165,229,218)
(67,124,168) ; (98,162,204)
(237,0,183) ; (268,38,219)
(268,0,183) ; (299,38,219)
(237,38,183) ; (291,113,213)
