0.0531
56 5601
587 233 220
30
1 40 1  70 1  76 1 2
2 45 1  54 1  65 1 5
3 39 1  52 1  70 1 3
4 79 0  32 1  36 1 7
5 49 1  63 1  79 1 5
6 88 1  73 1  59 1 6
7 110 1  94 1  59 1 5
8 97 1  69 1  69 1 4
9 78 0  38 1  24 1 6
10 69 1  38 1  38 1 2
11 99 1  90 1  59 1 3
12 69 1  75 1  65 1 5
13 77 1  39 1  71 1 4
14 32 1  72 0  28 1 6
15 105 0  33 1  71 0 4
16 55 1  96 0  40 1 7
17 99 0  73 0  24 1 9
18 119 0  42 1  64 1 5
19 41 1  97 0  59 1 6
20 113 0  30 1  43 1 3
21 73 0  27 1  34 1 5
22 106 0  28 1  49 1 4
23 71 1  50 1  50 1 7
24 113 0  64 0  20 1 4
25 36 1  39 1  60 1 7
26 32 1  86 0  53 1 5
27 48 0  29 1  23 1 6
28 77 0  67 1  36 1 3
29 31 1  64 0  80 0 10
30 81 1  66 1  74 1 1
(354,73,127) ; (0,0,0)
(110,96,217) ; (0,137,0)
(198,128,213) ; (389,105,0)
(142,105,66) ; (445,0,0)
(240,64,135) ; (0,73,0)
(99,96,220) ; (110,137,0)
(90,65,161) ; (355,0,0)
(99,73,216) ; (290,160,0)
(76,40,140) ; (369,65,0)
(80,64,165) ; (209,169,0)
(100,50,213) ; (289,110,0)
(79,32,144) ; (209,137,0)
(77,36,134) ; (292,73,0)
(49,63,158) ; (240,73,0)
(65,69,150) ; (522,0,66)
(74,66,109) ; (448,0,66)
(78,36,127) ; (509,69,66)
(52,39,140) ; (457,66,66)
(99,59,90) ; (0,0,127)
(212,28,49) ; (99,0,127)
(113,43,90) ; (99,28,127)
(39,70,90) ; (312,0,127)
(96,40,55) ; (212,28,127)
(73,34,81) ; (296,73,134)
(119,64,84) ; (0,73,135)
(119,64,62) ; (119,73,135)
(71,39,77) ; (374,65,140)
(79,32,36) ; (209,137,144)
(48,58,23) ; (240,73,158)
(86,64,53) ; (355,0,161)
(79,63,49) ; (209,169,165)
(65,54,45) ; (455,0,175)
(156,24,38) ; (99,0,176)
(48,23,29) ; (255,0,176)
(78,24,38) ; (209,145,180)
(48,58,23) ; (240,73,181)
(69,38,38) ; (212,28,182)
(73,34,27) ; (513,69,193)
(113,64,20) ; (119,73,197)
