0.0609
4 401
587 233 220
30
1 55 1  65 1  64 1 5
2 35 1  84 0  57 1 4
3 120 0  37 1  35 1 4
4 38 1  37 1  37 1 4
5 113 1  81 1  57 1 5
6 36 1  70 1  57 1 3
7 31 1  67 0  45 1 5
8 105 0  97 0  32 1 5
9 63 1  86 1  69 1 2
10 118 1  82 1  70 1 5
11 62 1  65 1  45 1 9
12 59 1  69 1  67 1 5
13 65 1  70 1  61 1 3
14 110 0  72 0  24 1 4
15 94 0  71 0  20 1 6
16 68 1  53 1  73 1 5
17 33 1  51 1  45 1 7
18 81 0  54 0  22 1 4
19 36 1  28 1  66 0 4
20 39 1  76 1  54 1 3
21 113 0  31 1  44 1 3
22 109 0  36 1  35 1 4
23 108 1  93 1  59 1 2
24 96 0  83 1  46 1 6
25 104 0  72 0  35 1 2
26 82 1  64 1  47 1 3
27 45 1  93 0  60 1 3
28 31 1  89 0  26 1 5
29 78 1  84 0  41 1 8
30 53 1  76 1  63 1 3
(70,166,154) ; (0,0,0)
(246,70,220) ; (341,0,0)
(226,162,57) ; (361,71,0)
(118,67,183) ; (0,166,0)
(96,166,138) ; (70,0,0)
(90,65,212) ; (118,168,0)
(82,168,119) ; (166,0,0)
(100,64,195) ; (208,169,0)
(53,68,219) ; (308,165,0)
(90,93,60) ; (251,0,0)
(110,72,107) ; (251,93,0)
(105,97,128) ; (482,136,57)
(55,65,64) ; (532,71,57)
(118,93,108) ; (364,140,57)
(53,63,76) ; (479,71,57)
(86,69,162) ; (393,71,57)
(31,67,135) ; (362,71,57)
(81,57,157) ; (260,0,60)
(84,35,57) ; (257,57,60)
(104,72,70) ; (256,93,107)
(84,35,57) ; (257,57,117)
(78,168,41) ; (166,0,119)
(53,63,76) ; (534,71,121)
(53,63,76) ; (479,71,133)
(94,64,82) ; (70,0,138)
(94,71,80) ; (70,64,138)
(89,31,52) ; (70,135,138)
(70,156,57) ; (0,0,154)
(69,67,59) ; (166,0,160)
(45,93,60) ; (166,75,160)
(33,90,51) ; (211,78,160)
(113,88,31) ; (369,145,165)
(51,33,45) ; (290,57,174)
(94,71,20) ; (266,94,177)
(113,38,37) ; (0,194,183)
(66,28,36) ; (0,166,183)
(105,97,32) ; (482,136,185)
(89,31,26) ; (70,135,190)
(81,54,22) ; (208,177,195)
(110,72,24) ; (372,161,196)
(94,71,20) ; (266,94,197)
