0.0502
33 3301
587 233 220
30
1 104 1  88 1  72 1 2
2 92 1  62 1  56 1 3
3 60 1  65 1  71 1 4
4 95 1  87 1  48 1 5
5 41 1  58 1  63 1 3
6 107 0  46 1  28 1 5
7 92 0  32 1  28 1 5
8 38 1  83 0  22 1 4
9 56 0  57 0  23 1 4
10 70 0  44 1  26 1 5
11 57 1  39 1  42 1 4
12 88 1  89 1  64 1 8
13 74 1  86 1  62 1 5
14 82 0  58 0  23 1 8
15 58 1  34 1  48 1 6
16 115 0  48 1  77 1 6
17 49 1  66 0  28 1 4
18 45 1  99 0  32 1 5
19 57 1  94 0  38 1 3
20 61 1  36 1  46 1 4
21 61 1  56 1  69 1 4
22 67 1  55 1  50 1 5
23 106 0  33 1  48 1 3
24 100 0  38 1  54 1 6
25 75 1  89 1  50 1 5
26 70 1  70 1  37 1 5
27 95 0  62 1  47 1 6
28 59 0  27 1  47 1 1
29 78 0  32 1  38 1 6
30 66 1  68 1  47 1 6
(264,62,219) ; (0,0,0)
(200,89,219) ; (0,144,0)
(115,144,220) ; (472,0,0)
(176,89,192) ; (411,144,0)
(58,82,197) ; (0,62,0)
(95,142,156) ; (377,0,0)
(96,82,174) ; (58,62,0)
(64,88,216) ; (347,145,0)
(108,100,162) ; (200,133,0)
(112,61,138) ; (265,0,0)
(185,70,70) ; (154,62,0)
(38,94,171) ; (309,139,0)
(38,78,128) ; (339,61,0)
(130,70,44) ; (154,62,70)
(55,67,50) ; (284,62,70)
(100,67,55) ; (154,62,114)
(28,66,49) ; (254,62,114)
(55,67,100) ; (284,62,120)
(36,61,92) ; (341,61,128)
(107,56,46) ; (270,0,138)
(90,99,64) ; (379,0,156)
(58,41,63) ; (411,99,156)
(62,92,56) ; (200,140,162)
(27,59,47) ; (262,173,162)
(42,39,57) ; (262,134,162)
(28,66,49) ; (254,62,163)
(98,66,28) ; (154,62,169)
(38,83,44) ; (309,150,171)
(56,57,46) ; (58,62,174)
(83,22,38) ; (58,122,174)
(39,57,42) ; (114,62,174)
(99,45,32) ; (278,0,184)
(174,82,23) ; (413,151,192)
(57,56,23) ; (0,62,197)
(82,58,23) ; (154,62,197)
