0.0579
2 201
587 233 220
30
1 84 1  48 1  66 1 1
2 107 1  67 1  55 1 2
3 78 1  65 1  78 1 3
4 118 1  70 1  61 1 6
5 47 1  53 1  73 1 5
6 74 1  81 1  57 1 3
7 65 1  43 1  59 1 3
8 100 1  72 1  73 1 5
9 82 0  76 0  33 1 1
10 101 1  74 1  59 1 5
11 62 1  59 1  38 1 7
12 81 1  57 1  65 1 3
13 91 1  91 1  64 1 5
14 58 0  84 0  24 1 4
15 37 1  93 0  23 1 5
16 64 1  63 1  52 1 3
17 68 1  99 1  78 1 3
18 66 1  54 1  38 1 7
19 107 0  44 1  31 1 4
20 43 1  57 1  43 1 4
21 84 0  46 1  28 1 3
22 84 1  76 1  67 1 5
23 108 1  97 1  79 1 3
24 58 0  38 1  21 1 6
25 46 1  30 1  76 0 3
26 37 1  70 1  45 1 3
27 36 1  79 0  59 1 5
28 40 1  88 0  30 1 3
29 112 0  36 1  32 1 4
30 38 1  32 1  40 1 4
(101,148,190) ; (0,0,0)
(64,182,220) ; (523,0,0)
(134,84,152) ; (0,149,0)
(73,47,212) ; (514,186,0)
(152,100,216) ; (371,0,0)
(236,70,220) ; (278,163,0)
(156,79,173) ; (101,0,0)
(156,63,123) ; (367,100,0)
(139,81,171) ; (134,152,0)
(78,68,177) ; (101,79,0)
(114,98,108) ; (257,0,0)
(78,68,219) ; (179,79,0)
(91,64,91) ; (276,99,0)
(88,60,40) ; (279,103,91)
(107,67,110) ; (262,0,108)
(107,31,88) ; (262,67,108)
(101,59,74) ; (418,103,123)
(43,59,65) ; (375,103,123)
(86,59,89) ; (281,104,131)
(76,84,67) ; (0,149,152)
(58,84,24) ; (76,149,152)
(84,66,48) ; (134,167,171)
(53,73,47) ; (218,160,171)
(90,76,46) ; (101,0,173)
(66,54,38) ; (191,0,173)
(58,21,38) ; (191,54,173)
(57,43,43) ; (76,190,176)
(58,38,42) ; (76,152,176)
(76,64,40) ; (101,79,177)
(38,58,21) ; (380,104,188)
(40,88,30) ; (0,0,190)
(58,84,24) ; (40,0,190)
(84,58,24) ; (0,88,190)
(93,37,23) ; (426,125,197)
