0.0503
27 2701
587 233 220
30
1 45 1  26 1  47 1 6
2 68 1  75 1  74 1 6
3 43 1  100 0  45 1 6
4 93 0  37 1  62 1 2
5 59 1  55 1  65 1 6
6 120 0  41 1  79 1 2
7 30 1  46 1  58 1 6
8 50 1  37 1  63 1 6
9 104 0  74 0  32 1 9
10 41 1  44 1  23 1 11
11 33 1  26 1  32 1 3
12 51 1  58 1  58 1 11
13 68 1  74 1  46 1 3
14 43 1  35 1  38 1 6
15 102 0  53 1  36 1 6
16 116 1  70 1  71 1 2
17 57 1  78 1  78 1 7
18 99 0  37 1  46 1 4
19 36 1  68 0  34 1 6
20 46 1  35 1  49 1 1
21 44 1  99 0  25 1 5
22 63 1  51 1  39 1 6
23 74 1  81 1  48 1 9
24 94 0  73 0  26 1 5
25 46 1  47 1  55 1 4
26 62 0  28 1  44 1 2
27 54 1  68 1  69 1 7
28 31 1  97 0  47 1 3
29 99 0  43 1  64 1 3
30 116 0  80 1  51 1 5
(81,116,216) ; (0,0,0)
(324,68,217) ; (263,0,0)
(192,74,214) ; (395,159,0)
(70,116,219) ; (0,117,0)
(200,45,218) ; (387,68,0)
(102,116,218) ; (70,117,0)
(99,46,212) ; (488,113,0)
(78,114,156) ; (81,0,0)
(102,53,216) ; (159,0,0)
(118,65,216) ; (172,168,0)
(94,46,151) ; (394,113,0)
(104,74,218) ; (291,159,0)
(102,58,116) ; (159,53,0)
(78,57,78) ; (172,111,0)
(120,41,158) ; (274,118,0)
(126,50,37) ; (261,68,0)
(23,41,132) ; (250,127,0)
(99,50,44) ; (288,68,37)
(26,47,45) ; (261,68,37)
(68,54,69) ; (172,114,78)
(97,47,93) ; (290,68,81)
(26,47,45) ; (261,68,82)
(62,56,44) ; (159,53,116)
(39,51,63) ; (221,53,116)
(26,47,90) ; (261,68,127)
(23,41,88) ; (250,127,132)
(68,34,72) ; (172,134,147)
(74,46,68) ; (408,113,151)
(74,104,64) ; (81,0,156)
(93,37,62) ; (301,122,158)
(26,32,33) ; (274,127,158)
(58,51,58) ; (159,53,160)
(52,47,45) ; (335,68,174)
(41,44,46) ; (294,68,174)
(33,26,32) ; (221,53,179)
