0.0677
19 1901
587 233 220
30
1 119 0  27 1  65 0 5
2 37 1  52 0  21 1 8
3 67 1  47 1  49 1 6
4 105 1  83 1  55 1 4
5 31 1  90 0  21 1 6
6 67 1  99 1  65 1 3
7 101 0  59 1  31 1 3
8 74 0  84 0  31 1 4
9 42 1  98 0  33 1 4
10 81 0  50 1  30 1 4
11 114 0  69 0  32 1 10
12 99 0  27 1  75 0 3
13 54 1  40 1  73 1 4
14 103 0  45 1  78 1 3
15 106 0  84 0  26 1 3
16 105 0  85 0  39 1 5
17 102 0  28 1  69 0 6
18 41 1  63 1  40 1 4
19 55 1  91 1  46 1 7
20 99 0  28 1  49 1 6
21 70 1  76 1  46 1 5
22 98 0  66 0  32 1 3
23 111 0  38 1  34 1 4
24 33 1  79 0  69 0 3
25 67 1  39 1  68 1 5
26 118 1  81 1  69 1 2
27 100 0  39 1  79 0 4
28 42 1  31 1  58 1 8
29 113 1  60 1  71 1 4
30 55 1  95 1  48 1 6
(0,0,0) ; (90,21,31)
(0,21,0) ; (90,42,31)
(90,0,0) ; (148,42,31)
(148,0,0) ; (206,42,31)
(0,42,0) ; (74,126,31)
(74,42,0) ; (148,126,31)
(148,42,0) ; (206,84,31)
(148,84,0) ; (206,126,31)
(0,0,31) ; (90,21,62)
(0,21,31) ; (90,42,62)
(90,0,31) ; (148,42,62)
(148,0,31) ; (206,42,62)
(0,42,31) ; (74,126,62)
(74,42,31) ; (148,126,62)
(148,42,31) ; (206,84,62)
(148,84,31) ; (206,126,62)
(518,0,0) ; (587,114,32)
(518,114,0) ; (587,228,32)
(518,0,32) ; (587,114,64)
(518,114,32) ; (587,228,64)
(518,0,64) ; (587,114,96)
(518,114,64) ; (587,228,96)
(518,0,96) ; (587,114,128)
(518,114,96) ; (587,228,128)
(518,0,128) ; (587,114,160)
(518,114,128) ; (587,228,160)
(518,0,160) ; (587,102,188)
(518,102,160) ; (587,204,188)
(0,128,0) ; (55,233,83)
(55,128,0) ; (110,233,83)
(110,128,0) ; (165,233,83)
(165,128,0) ; (220,233,83)
(0,128,83) ; (45,231,161)
(45,128,83) ; (90,231,161)
(90,128,83) ; (135,231,161)
(135,128,83) ; (220,233,122)
(135,128,122) ; (220,233,161)
(0,128,161) ; (69,230,189)
(69,128,161) ; (138,230,189)
(138,128,161) ; (207,230,189)
(419,0,0) ; (468,99,28)
(468,0,0) ; (517,99,28)
(419,99,0) ; (517,132,42)
(419,132,0) ; (517,165,42)
(419,165,0) ; (518,232,65)
(419,0,28) ; (468,99,56)
(468,0,28) ; (517,99,56)
(419,99,42) ; (517,132,84)
(419,132,42) ; (517,165,84)
(419,0,56) ; (468,99,84)
(468,0,56) ; (517,99,84)
(419,165,65) ; (518,232,130)
(419,0,84) ; (467,55,179)
(467,0,84) ; (515,55,179)
(419,55,84) ; (467,110,179)
(467,55,84) ; (515,110,179)
(419,110,84) ; (467,165,179)
(467,110,84) ; (515,165,179)
(419,165,130) ; (466,232,179)
(466,165,130) ; (513,232,179)
(348,0,0) ; (419,113,60)
(348,113,0) ; (419,226,60)
(348,0,60) ; (419,113,120)
(348,113,60) ; (419,226,120)
(206,0,0) ; (275,81,118)
(275,0,0) ; (344,81,118)
(206,0,118) ; (275,79,151)
(275,0,118) ; (344,79,151)
(206,0,151) ; (274,39,218)
(274,0,151) ; (342,39,218)
(206,39,151) ; (274,78,218)
(274,39,151) ; (342,78,218)
(220,133,0) ; (301,183,30)
(220,183,0) ; (301,233,30)
(220,133,30) ; (299,233,69)
(220,133,69) ; (299,233,108)
(220,133,108) ; (299,233,147)
(302,81,0) ; (348,157,70)
(302,157,0) ; (348,233,70)
(302,81,70) ; (348,157,140)
(302,157,70) ; (348,233,140)
(206,81,0) ; (297,127,55)
(206,81,55) ; (297,127,110)
(206,81,110) ; (297,127,165)
(206,81,165) ; (297,127,220)
(0,0,62) ; (105,85,101)
(0,0,101) ; (105,85,140)
(0,0,140) ; (105,85,179)
(0,85,62) ; (111,123,96)
(0,85,96) ; (111,123,130)
(0,85,130) ; (111,123,164)
(0,85,164) ; (111,123,198)
(0,85,198) ; (52,122,219)
(52,85,198) ; (104,122,219)
(105,0,62) ; (154,67,109)
(154,0,62) ; (203,67,109)
(105,0,109) ; (154,67,156)
(154,0,109) ; (203,67,156)
(105,0,156) ; (203,66,188)
(105,0,188) ; (203,66,220)
(111,67,62) ; (157,122,153)
(157,67,62) ; (203,122,153)
(111,67,153) ; (202,122,199)
(354,0,120) ; (419,119,147)
(354,0,147) ; (419,119,174)
(352,127,120) ; (419,226,185)
(352,127,185) ; (418,225,217)
(302,163,140) ; (348,233,216)
(309,95,140) ; (348,163,207)
(220,133,147) ; (299,233,186)
(365,0,174) ; (419,73,214)
(356,73,174) ; (419,114,214)
(0,0,179) ; (63,41,219)
(0,41,179) ; (63,82,219)
(63,0,179) ; (104,63,219)
(440,0,179) ; (513,54,219)
(440,54,179) ; (513,108,219)
(440,108,179) ; (513,162,219)
(434,163,179) ; (513,232,212)
(419,0,179) ; (440,52,216)
(419,52,179) ; (440,104,216)
(419,111,179) ; (440,163,216)
(220,134,186) ; (295,233,213)
(518,0,188) ; (587,102,216)
(528,103,188) ; (587,204,219)
(0,129,189) ; (59,230,220)
(59,129,189) ; (118,230,220)
(118,130,189) ; (199,180,219)
(118,180,189) ; (199,230,219)
(111,67,199) ; (148,119,220)
(148,67,199) ; (185,119,220)
