0.0569
48 4801
587 233 220
30
1 76 1  91 1  74 1 2
2 40 1  91 0  26 1 3
3 68 1  35 1  76 0 2
4 65 1  90 1  56 1 6
5 87 0  34 1  69 0 4
6 67 0  73 0  25 1 3
7 62 1  98 1  52 1 7
8 78 0  89 0  22 1 6
9 104 0  48 1  59 1 7
10 112 1  62 1  77 1 7
11 45 1  98 0  26 1 4
12 52 1  77 1  57 1 4
13 97 0  58 1  40 1 3
14 42 1  41 1  56 1 5
15 115 0  66 0  26 1 4
16 67 1  65 1  50 1 4
17 92 0  33 1  48 1 1
18 89 0  47 1  27 1 4
19 39 1  62 1  35 1 4
20 86 1  47 1  54 1 6
21 37 1  39 1  54 1 1
22 114 0  69 0  21 1 4
23 57 1  38 1  61 1 5
24 31 1  49 0  20 1 5
25 70 0  26 1  34 1 3
26 83 1  82 1  49 1 3
27 81 1  78 1  54 1 8
28 58 1  44 1  60 1 6
29 105 1  90 1  71 1 4
30 68 0  29 1  45 1 9
(0,0,0) ; (62,77,112)
(62,0,0) ; (124,77,112)
(124,0,0) ; (186,77,112)
(0,77,0) ; (62,154,112)
(62,77,0) ; (124,154,112)
(124,77,0) ; (186,154,112)
(325,0,0) ; (423,62,52)
(423,0,0) ; (521,62,52)
(325,62,0) ; (423,124,52)
(423,62,0) ; (521,124,52)
(325,124,0) ; (423,186,52)
(423,124,0) ; (521,186,52)
(325,186,0) ; (423,231,26)
(423,186,0) ; (521,231,26)
(521,0,0) ; (587,115,26)
(521,115,0) ; (587,230,26)
(325,186,26) ; (423,231,52)
(423,186,26) ; (521,231,52)
(521,0,26) ; (587,115,52)
(521,115,26) ; (587,230,52)
(0,155,0) ; (81,233,54)
(81,155,0) ; (162,233,54)
(162,155,0) ; (243,233,54)
(243,155,0) ; (324,233,54)
(0,155,54) ; (81,233,108)
(81,155,54) ; (162,233,108)
(162,155,54) ; (243,233,108)
(243,155,54) ; (324,233,108)
(186,0,0) ; (255,114,21)
(255,0,0) ; (324,114,21)
(186,0,21) ; (255,114,42)
(255,0,21) ; (324,114,42)
(186,0,42) ; (231,68,71)
(231,0,42) ; (276,68,71)
(276,0,42) ; (321,68,71)
(186,68,42) ; (254,113,71)
(254,68,42) ; (322,113,71)
(186,115,0) ; (283,155,58)
(186,115,58) ; (283,155,116)
(286,120,0) ; (325,155,62)
(286,120,62) ; (325,155,124)
(286,120,124) ; (325,155,186)
(482,0,52) ; (587,90,123)
(482,90,52) ; (587,180,123)
(482,0,123) ; (586,59,171)
(482,59,123) ; (586,118,171)
(482,118,123) ; (586,177,171)
(482,0,171) ; (586,59,219)
(482,59,171) ; (586,118,219)
(482,118,171) ; (586,177,219)
(505,181,52) ; (587,230,135)
(505,181,135) ; (587,230,218)
(440,180,52) ; (505,230,119)
(440,180,119) ; (505,230,186)
(440,180,186) ; (460,229,217)
(460,180,186) ; (480,229,217)
(480,180,186) ; (500,229,217)
(417,0,52) ; (482,90,108)
(417,90,52) ; (482,180,108)
(417,0,108) ; (482,90,164)
(417,90,108) ; (482,180,164)
(417,0,164) ; (482,90,220)
(417,90,164) ; (482,180,220)
(372,185,52) ; (440,230,81)
(327,0,52) ; (417,71,157)
(327,71,52) ; (417,142,157)
(327,0,157) ; (416,47,184)
(327,47,157) ; (416,94,184)
(327,94,157) ; (416,141,184)
(325,144,52) ; (372,230,106)
(325,144,106) ; (372,230,160)
(325,144,160) ; (372,230,214)
(376,143,52) ; (417,185,108)
(376,143,108) ; (417,185,164)
(376,143,164) ; (417,185,220)
(186,0,71) ; (230,60,129)
(230,0,71) ; (274,60,129)
(274,0,71) ; (318,60,129)
(186,0,129) ; (230,60,187)
(230,0,129) ; (274,60,187)
(274,0,129) ; (318,60,187)
(186,60,71) ; (251,110,138)
(251,60,71) ; (316,110,138)
(372,185,81) ; (440,230,110)
(372,185,110) ; (440,230,139)
(372,185,139) ; (440,230,168)
(0,156,108) ; (52,233,165)
(52,156,108) ; (104,233,165)
(104,156,108) ; (156,233,165)
(156,155,108) ; (245,233,130)
(156,155,130) ; (245,233,152)
(156,155,152) ; (245,233,174)
(156,155,174) ; (245,233,196)
(156,155,196) ; (245,233,218)
(245,171,108) ; (322,233,220)
(0,0,112) ; (91,76,186)
(0,76,112) ; (91,152,186)
(91,0,112) ; (148,38,173)
(91,38,112) ; (148,76,173)
(91,76,112) ; (148,114,173)
(148,0,112) ; (186,57,173)
(148,57,112) ; (186,114,173)
(91,114,112) ; (182,154,138)
(91,114,138) ; (182,154,164)
(186,115,116) ; (283,155,174)
(186,60,138) ; (269,109,220)
(269,60,138) ; (310,102,194)
(91,114,164) ; (182,154,190)
(0,160,165) ; (67,233,190)
(0,160,190) ; (67,233,215)
(67,186,165) ; (153,233,219)
(67,159,165) ; (156,186,212)
(384,188,168) ; (440,230,209)
(91,0,173) ; (177,54,220)
(91,54,173) ; (177,108,220)
(186,116,174) ; (248,155,209)
(329,0,184) ; (416,69,218)
(329,69,184) ; (416,138,218)
(0,0,186) ; (87,69,220)
(0,69,186) ; (87,138,220)
(186,0,187) ; (278,48,220)
(278,0,187) ; (298,49,218)
(298,0,187) ; (318,49,218)
(91,120,190) ; (161,154,216)
