0.0557
49 4901
587 233 220
30
1 67 0  59 0  20 1 6
2 80 0  97 0  26 1 8
3 97 1  76 1  55 1 3
4 52 1  83 1  52 1 5
5 110 0  75 0  21 1 5
6 37 1  80 0  65 1 6
7 63 0  68 0  28 1 4
8 30 1  60 0  73 0 4
9 92 0  25 1  80 0 7
10 49 1  32 1  35 1 8
11 52 1  46 1  78 1 6
12 61 0  58 0  21 1 4
13 37 1  44 1  33 1 9
14 100 0  43 1  77 1 5
15 99 0  71 0  28 1 4
16 84 0  73 0  32 1 3
17 63 1  40 1  36 1 3
18 51 0  93 0  23 1 3
19 31 1  44 1  65 0 5
20 57 1  40 1  45 1 5
21 100 1  73 1  73 1 3
22 70 1  44 1  79 1 3
23 83 0  35 1  53 1 5
24 77 1  42 1  78 1 1
25 102 1  94 1  65 1 4
26 75 0  100 0  32 1 7
27 88 0  91 0  35 1 5
28 43 1  25 1  54 0 5
29 103 0  95 1  50 1 9
30 86 0  58 0  27 1 5
(210,76,192) ; (0,0,0)
(285,103,215) ; (0,130,0)
(195,80,220) ; (392,0,0)
(300,73,73) ; (287,160,0)
(100,77,215) ; (487,83,0)
(175,52,156) ; (0,76,0)
(92,80,220) ; (395,80,0)
(182,88,70) ; (210,0,0)
(25,54,129) ; (175,76,0)
(99,71,176) ; (296,89,0)
(36,40,63) ; (200,88,0)
(57,40,45) ; (236,88,0)
(57,40,45) ; (236,88,45)
(36,40,63) ; (200,88,63)
(122,83,150) ; (270,0,70)
(58,86,108) ; (210,0,70)
(60,73,60) ; (527,160,73)
(94,65,146) ; (433,168,73)
(59,67,141) ; (374,166,73)
(84,73,96) ; (290,160,73)
(57,40,45) ; (236,88,90)
(36,40,63) ; (200,88,126)
(25,54,43) ; (175,76,129)
(60,73,60) ; (527,160,133)
(57,40,45) ; (236,88,135)
(93,51,23) ; (0,76,156)
(78,52,46) ; (93,76,156)
(74,66,44) ; (300,167,169)
(25,54,43) ; (175,76,172)
(66,68,44) ; (328,91,176)
(31,65,44) ; (297,94,176)
(53,83,35) ; (210,0,178)
(57,45,40) ; (0,76,179)
(33,44,37) ; (57,76,179)
(44,37,33) ; (236,88,180)
(189,68,28) ; (0,0,192)
(58,61,21) ; (529,172,193)
