0.0754
73 7301
587 233 220
50
1 68 1  60 1  37 1 2
2 98 0  75 0  26 1 1
3 80 0  36 1  50 1 2
4 75 1  91 1  54 1 2
5 91 1  59 1  79 1 4
6 104 0  43 1  71 1 2
7 87 0  89 0  24 1 3
8 41 1  33 1  75 0 1
9 93 0  63 1  32 1 1
10 79 0  95 0  37 1 2
11 109 1  89 1  72 1 1
12 49 1  86 1  56 1 1
13 104 0  91 0  44 1 1
14 90 0  29 1  40 1 2
15 115 0  52 1  66 1 2
16 34 1  96 0  47 1 2
17 99 1  98 1  79 1 3
18 39 1  34 1  20 1 2
19 82 1  91 1  76 1 2
20 58 1  35 1  48 1 2
21 75 0  29 1  24 1 1
22 61 1  45 1  74 1 3
23 109 0  25 1  59 0 3
24 55 1  89 1  78 1 2
25 85 0  46 1  39 1 3
26 49 1  48 1  60 1 1
27 120 0  48 1  50 1 1
28 53 1  97 1  68 1 1
29 91 0  31 1  46 1 5
30 39 1  54 1  50 1 2
31 55 1  78 1  56 1 2
32 70 1  80 1  79 1 1
33 78 0  33 1  68 0 4
34 77 1  41 1  52 1 2
35 74 0  34 1  68 0 4
36 76 0  30 1  53 1 4
37 85 1  79 1  58 1 4
38 102 0  33 1  29 1 2
39 103 1  54 1  80 1 3
40 112 0  43 1  43 1 4
41 89 1  71 1  59 1 3
42 74 1  82 1  59 1 1
43 51 0  45 0  21 1 1
44 55 1  43 1  30 1 3
45 111 0  96 0  45 1 2
46 68 1  96 1  51 1 1
47 93 1  53 1  79 1 3
48 109 1  100 1  66 1 3
49 89 1  51 1  72 1 2
50 48 1  32 1  37 1 2
(0,0,0) ; (89,72,51)
(0,0,51) ; (89,72,160)
(0,0,160) ; (89,71,219)
(496,0,0) ; (587,79,59)
(496,79,0) ; (587,158,59)
(496,158,0) ; (585,229,59)
(496,0,59) ; (587,79,118)
(496,79,59) ; (587,158,118)
(496,158,59) ; (585,229,118)
(0,75,0) ; (98,154,99)
(0,154,0) ; (98,233,99)
(0,75,99) ; (95,154,136)
(0,154,99) ; (95,233,136)
(89,0,0) ; (189,66,109)
(89,0,109) ; (189,66,218)
(360,0,0) ; (414,75,91)
(414,0,0) ; (496,76,91)
(360,0,91) ; (414,75,182)
(414,0,91) ; (496,76,182)
(360,0,182) ; (428,74,216)
(428,0,182) ; (496,74,216)
(351,77,0) ; (440,155,55)
(351,155,0) ; (440,233,55)
(440,77,0) ; (496,155,55)
(440,155,0) ; (496,233,55)
(98,154,0) ; (183,233,58)
(183,154,0) ; (268,233,58)
(98,154,58) ; (183,233,116)
(183,154,58) ; (268,233,116)
(98,154,116) ; (166,232,149)
(166,154,116) ; (264,233,215)
(98,154,149) ; (166,232,182)
(98,154,182) ; (166,232,215)
(98,66,0) ; (210,109,43)
(98,109,0) ; (210,152,43)
(98,66,43) ; (210,109,86)
(98,109,43) ; (210,152,86)
(189,0,0) ; (263,61,45)
(189,0,45) ; (263,61,90)
(189,0,90) ; (263,61,135)
(189,0,135) ; (263,59,217)
(263,0,0) ; (359,34,47)
(263,34,0) ; (359,68,47)
(263,0,47) ; (360,68,100)
(263,0,100) ; (359,68,151)
(271,125,0) ; (351,179,103)
(271,179,0) ; (351,233,103)
(210,61,0) ; (263,154,79)
(265,68,0) ; (308,123,30)
(308,68,0) ; (351,123,30)
(271,68,30) ; (351,122,133)
(271,68,133) ; (310,122,183)
(310,68,133) ; (349,122,183)
(271,68,183) ; (347,121,213)
(352,129,55) ; (467,181,121)
(352,181,55) ; (467,233,121)
(467,129,55) ; (496,231,88)
(467,129,88) ; (496,231,121)
(405,77,55) ; (496,123,86)
(405,77,86) ; (496,123,117)
(405,77,117) ; (496,123,148)
(405,77,148) ; (496,123,179)
(405,77,179) ; (490,123,218)
(364,77,55) ; (405,129,132)
(364,77,132) ; (405,129,209)
(210,61,79) ; (263,154,158)
(98,66,86) ; (202,109,157)
(98,109,86) ; (202,152,157)
(271,163,103) ; (351,233,182)
(271,163,182) ; (349,231,215)
(283,126,103) ; (351,163,163)
(496,0,118) ; (585,87,142)
(496,87,118) ; (585,138,190)
(496,0,142) ; (585,87,166)
(496,0,166) ; (585,87,190)
(532,153,118) ; (585,229,148)
(532,153,148) ; (585,229,178)
(532,153,178) ; (585,229,208)
(496,149,118) ; (532,229,168)
(496,149,168) ; (532,229,218)
(387,131,121) ; (496,231,187)
(352,135,121) ; (387,183,179)
(352,183,121) ; (387,231,179)
(0,129,136) ; (91,233,180)
(0,75,136) ; (93,128,215)
(285,0,151) ; (359,68,185)
(285,0,185) ; (359,68,219)
(263,0,151) ; (283,39,185)
(263,0,185) ; (283,39,219)
(98,66,157) ; (154,152,206)
(154,66,157) ; (191,134,217)
(210,61,158) ; (258,110,218)
(210,111,158) ; (240,154,213)
(287,126,163) ; (319,163,211)
(319,126,163) ; (351,163,211)
(354,156,179) ; (387,231,220)
(0,175,180) ; (90,204,220)
(0,204,180) ; (90,233,220)
(0,129,180) ; (85,175,219)
(433,138,187) ; (496,231,219)
(387,140,187) ; (433,231,218)
(510,0,190) ; (585,24,219)
(510,24,190) ; (585,122,216)
