(77,182,219)
(0,0,0)
(176,94,216)
(411,0,0)
(77,134,199)
(510,99,0)
(75,51,187)
(0,182,0)
(250,42,219)
(75,191,0)
(92,111,216)
(77,0,0)
(101,134,108)
(409,99,0)
(116,79,174)
(77,112,0)
(106,64,214)
(169,0,0)
(133,65,138)
(278,0,0)
(47,168,108)
(362,65,0)
(36,69,134)
(326,164,0)
(90,48,195)
(169,64,0)
(59,72,213)
(193,119,0)
(100,87,66)
(262,65,0)
(64,39,177)
(252,152,0)
(72,84,52)
(288,65,66)
(26,81,49)
(262,65,66)
(87,100,108)
(420,133,108)
(45,77,66)
(363,156,108)
(97,34,112)
(410,99,108)
(39,90,48)
(369,65,108)
(26,81,49)
(262,65,115)
(69,33,22)
(291,65,118)
(58,50,47)
(302,99,118)
(33,69,44)
(329,164,134)
(124,58,75)
(287,0,138)
(66,31,30)
(294,65,140)
(38,54,64)
(370,65,156)
(39,28,55)
(369,127,156)
(26,81,49)
(262,65,164)
(58,50,47)
(302,99,165)
(55,28,39)
(305,65,170)
(111,67,40)
(77,113,174)
(39,55,28)
(369,178,174)
(55,28,39)
(252,162,177)
(31,66,30)
(331,167,178)
(66,30,31)
(0,202,187)
(88,34,25)
(169,64,195)
(70,100,21)
(516,131,199)
