(198,103,219)
(0,0,0)
(68,225,106)
(519,0,0)
(97,78,214)
(0,155,0)
(216,112,99)
(303,0,0)
(152,118,124)
(367,115,0)
(82,36,168)
(0,119,0)
(78,74,216)
(97,159,0)
(36,37,129)
(82,118,0)
(191,70,96)
(175,163,0)
(67,47,186)
(118,112,0)
(103,112,99)
(198,0,0)
(178,50,87)
(185,113,0)
(96,49,65)
(185,114,87)
(79,34,59)
(284,129,87)
(184,68,97)
(175,164,96)
(118,61,117)
(394,0,99)
(100,45,94)
(412,61,99)
(90,76,111)
(304,0,99)
(91,107,84)
(198,0,99)
(93,30,80)
(319,76,99)
(58,178,110)
(529,0,106)
(67,47,93)
(520,178,106)
(79,109,96)
(440,118,124)
(68,105,70)
(372,122,124)
(27,37,51)
(82,118,129)
(79,34,59)
(284,129,146)
(93,47,67)
(185,116,152)
(64,34,50)
(0,121,168)
(89,30,23)
(323,76,179)
(78,94,37)
(198,0,183)
(67,35,33)
(118,124,186)
(58,41,20)
(454,61,193)
(178,60,23)
(175,168,193)
(59,82,20)
(380,145,194)
(58,41,20)
(529,184,199)
