0.067
30 3001
587 233 220
50
1 73 0  68 1  35 1 1
2 45 1  67 1  60 1 4
3 57 1  48 1  78 1 3
4 55 1  60 1  42 1 6
5 70 1  42 1  74 1 2
6 106 0  30 1  34 1 4
7 58 1  44 1  34 1 3
8 85 0  79 1  40 1 3
9 88 1  60 1  59 1 2
10 95 1  99 1  59 1 1
11 50 1  78 1  59 1 2
12 63 1  57 1  73 1 3
13 44 1  64 0  26 1 2
14 38 1  87 0  33 1 4
15 94 1  53 1  56 1 2
16 97 1  60 1  51 1 2
17 84 1  61 1  61 1 4
18 111 0  33 1  27 1 3
19 62 0  65 0  21 1 3
20 48 1  30 1  64 0 2
21 44 1  59 1  60 1 3
22 98 1  52 1  66 1 1
23 81 0  77 0  34 1 3
24 109 0  68 1  46 1 1
25 73 1  40 1  53 1 4
26 67 1  42 1  76 1 5
27 66 0  38 1  30 1 3
28 81 0  67 0  21 1 3
29 103 1  63 1  77 1 1
30 79 0  62 0  28 1 4
31 50 1  36 1  47 1 3
32 75 0  27 1  28 1 2
33 117 1  95 1  74 1 2
34 73 1  51 1  63 1 5
35 115 1  66 1  74 1 6
36 62 1  37 1  48 1 1
37 83 1  61 1  55 1 3
38 78 1  49 1  54 1 1
39 102 0  28 1  63 0 3
40 31 1  92 0  64 0 2
41 39 1  29 1  32 1 2
42 54 1  60 1  69 1 2
43 73 1  80 1  47 1 5
44 110 0  96 0  35 1 2
45 84 1  67 1  44 1 4
46 111 0  81 1  53 1 2
47 78 0  52 1  32 1 2
48 39 1  78 0  22 1 5
49 91 0  29 1  32 1 3
50 67 1  39 1  65 1 2
(0,0,0) ; (60,88,59)
(60,0,0) ; (120,88,59)
(0,88,0) ; (60,132,59)
(60,88,0) ; (120,132,59)
(0,0,59) ; (76,42,126)
(0,42,59) ; (76,84,126)
(76,0,59) ; (120,84,126)
(0,84,59) ; (60,129,126)
(60,84,59) ; (120,129,126)
(0,0,126) ; (76,42,193)
(0,42,126) ; (76,84,193)
(76,0,126) ; (120,84,193)
(0,84,126) ; (60,129,193)
(60,84,126) ; (120,129,193)
(389,0,0) ; (455,115,74)
(455,0,0) ; (521,115,74)
(521,0,0) ; (587,115,74)
(389,115,0) ; (455,230,74)
(455,115,0) ; (521,230,74)
(521,115,0) ; (587,230,74)
(0,133,0) ; (40,186,73)
(40,133,0) ; (80,186,73)
(0,186,0) ; (80,233,73)
(0,133,73) ; (40,186,146)
(40,133,73) ; (80,186,146)
(0,186,73) ; (80,233,146)
(0,133,146) ; (80,180,219)
(0,180,146) ; (80,227,219)
(80,133,0) ; (139,183,78)
(80,183,0) ; (139,233,78)
(80,133,78) ; (139,232,173)
(80,133,173) ; (138,167,217)
(80,167,173) ; (139,227,217)
(120,0,0) ; (215,74,117)
(215,0,0) ; (310,74,117)
(120,0,117) ; (183,73,168)
(183,0,117) ; (246,73,168)
(246,0,117) ; (309,73,168)
(139,172,0) ; (223,233,61)
(223,172,0) ; (307,233,61)
(139,172,61) ; (223,233,122)
(223,172,61) ; (307,233,122)
(139,172,122) ; (222,233,177)
(222,172,122) ; (305,233,177)
(139,172,177) ; (194,232,219)
(194,172,177) ; (249,232,219)
(249,172,177) ; (304,232,219)
(120,74,0) ; (193,131,63)
(120,74,63) ; (193,131,126)
(310,0,0) ; (389,85,40)
