0.0678
93 9301
587 233 220
50
1 112 0  93 0  21 1 2
2 107 1  98 1  69 1 5
3 90 0  65 0  21 1 1
4 110 0  49 1  54 1 4
5 70 1  67 1  47 1 2
6 66 1  64 1  48 1 3
7 45 1  26 1  76 0 4
8 118 0  51 1  55 1 5
9 68 1  61 1  77 1 2
10 70 0  26 1  41 1 4
11 56 1  69 1  62 1 4
12 45 1  99 0  41 1 2
13 30 1  93 0  68 0 1
14 79 1  89 1  80 1 3
15 70 0  94 0  29 1 2
16 52 1  49 1  56 1 1
17 48 1  54 1  63 1 2
18 104 1  62 1  63 1 1
19 71 1  94 1  49 1 1
20 100 1  70 1  57 1 1
21 44 1  78 1  65 1 3
22 41 1  33 1  33 1 1
23 35 1  71 0  61 1 2
24 83 1  51 1  44 1 2
25 64 0  27 1  38 1 3
26 112 1  74 1  67 1 1
27 85 1  67 1  55 1 2
28 51 1  44 1  40 1 2
29 39 1  37 1  32 1 2
30 103 0  83 0  29 1 1
31 59 1  88 1  53 1 2
32 45 1  94 0  48 1 2
33 84 1  80 1  63 1 3
34 33 1  44 1  40 1 1
35 84 1  70 1  74 1 1
36 38 1  63 1  74 1 2
37 59 1  62 1  67 1 1
38 36 1  85 0  51 1 1
39 56 1  82 1  65 1 5
40 67 0  28 1  44 1 2
41 109 1  92 1  73 1 3
42 117 1  76 1  69 1 2
43 70 1  85 1  57 1 1
44 96 0  36 1  24 1 3
45 78 0  85 0  33 1 1
46 58 1  89 0  31 1 1
47 110 1  56 1  56 1 2
48 35 1  64 1  35 1 1
49 89 1  58 1  67 1 4
50 93 1  47 1  64 1 2
(0,0,0) ; (51,118,55)
(0,0,55) ; (51,118,110)
(0,0,110) ; (51,118,165)
(0,0,165) ; (51,118,220)
(489,0,0) ; (587,69,107)
(489,69,0) ; (587,138,107)
(489,0,107) ; (587,69,214)
(489,69,107) ; (587,138,214)
(0,121,0) ; (65,177,82)
(0,177,0) ; (65,233,82)
(0,121,82) ; (65,177,164)
(0,177,82) ; (65,233,164)
(0,121,164) ; (63,175,212)
(0,175,164) ; (63,229,212)
(517,139,0) ; (587,233,29)
(517,139,29) ; (587,233,58)
(517,139,58) ; (587,186,125)
(517,186,58) ; (587,233,125)
(517,139,125) ; (585,232,155)
(517,139,155) ; (582,229,176)
(51,0,0) ; (160,92,73)
(51,0,73) ; (160,92,146)
(51,0,146) ; (160,92,219)
(65,164,0) ; (182,233,76)
(65,164,76) ; (182,233,152)
(65,164,152) ; (121,233,214)
(121,164,152) ; (180,231,214)
(280,144,0) ; (359,233,80)
(359,144,0) ; (438,233,80)
(438,144,0) ; (517,233,80)
(280,144,80) ; (338,233,147)
(338,144,80) ; (396,233,147)
(396,144,80) ; (454,233,147)
(454,144,80) ; (512,233,147)
(405,0,0) ; (489,80,63)
(405,0,63) ; (489,80,126)
(405,0,126) ; (489,80,189)
(405,0,189) ; (446,70,215)
(446,0,189) ; (487,70,215)
(65,94,0) ; (150,164,57)
(65,94,57) ; (149,164,131)
(65,94,131) ; (106,164,157)
(106,94,131) ; (147,164,157)
(160,0,0) ; (270,49,54)
(160,0,54) ; (270,49,108)
(160,0,108) ; (270,49,162)
(160,0,162) ; (270,49,216)
(393,80,0) ; (441,144,66)
(441,80,0) ; (489,144,66)
(393,80,66) ; (440,144,159)
(440,80,66) ; (487,144,159)
(182,164,0) ; (280,233,107)
(349,0,0) ; (377,67,44)
(377,0,0) ; (405,67,44)
(349,0,44) ; (404,67,129)
(349,0,129) ; (404,67,214)
(160,49,0) ; (216,105,110)
(160,49,110) ; (216,105,220)
(150,107,0) ; (220,164,100)
(271,0,0) ; (349,44,65)
(271,0,65) ; (349,44,130)
(271,0,130) ; (349,44,195)
(325,67,0) ; (393,144,61)
(325,67,61) ; (393,144,122)
(216,49,0) ; (278,105,69)
(216,49,69) ; (278,105,138)
(216,49,138) ; (278,105,207)
(220,105,0) ; (273,164,88)
(280,44,0) ; (325,143,41)
(280,44,41) ; (325,143,82)
(280,44,82) ; (325,138,130)
(220,105,88) ; (273,164,176)
(150,108,100) ; (215,164,182)
(150,108,182) ; (214,135,220)
(150,135,182) ; (214,162,220)
(182,166,107) ; (256,233,219)
(352,67,122) ; (393,100,155)
(352,100,122) ; (392,144,155)
(326,67,122) ; (352,143,167)
(280,44,130) ; (325,138,178)
(416,197,147) ; (512,233,171)
(416,197,171) ; (512,233,195)
(416,197,195) ; (512,233,219)
(418,148,147) ; (512,197,218)
(313,150,147) ; (416,233,176)
(313,150,176) ; (364,233,220)
(364,150,176) ; (415,233,220)
(282,144,147) ; (313,233,205)
(354,67,155) ; (392,141,218)
(65,94,157) ; (136,129,218)
(65,129,157) ; (136,164,218)
(421,80,159) ; (487,144,207)
(394,80,159) ; (421,144,197)
(326,67,167) ; (352,143,212)
(519,155,176) ; (582,229,214)
(220,113,176) ; (260,164,220)
(281,44,178) ; (325,95,218)
(286,95,178) ; (325,132,210)
