(69,178,216)
(0,0,0)
(82,142,219)
(505,0,0)
(72,89,210)
(515,144,0)
(110,54,174)
(0,179,0)
(67,176,216)
(69,0,0)
(101,76,218)
(414,157,0)
(98,157,100)
(407,0,0)
(66,57,134)
(110,176,0)
(99,66,212)
(136,0,0)
(168,76,120)
(246,157,0)
(70,53,116)
(176,180,0)
(168,81,174)
(239,0,0)
(65,109,118)
(136,67,0)
(45,86,106)
(201,94,0)
(102,74,44)
(305,83,0)
(37,26,34)
(201,66,0)
(56,70,80)
(246,87,0)
(97,68,78)
(310,89,44)
(48,67,62)
(246,90,80)
(92,53,117)
(407,0,100)
(82,102,60)
(417,53,100)
(44,78,110)
(201,102,106)
(61,47,100)
(176,186,116)
(65,91,58)
(136,85,118)
(156,73,60)
(255,158,120)
(92,67,50)
(315,90,122)
(64,51,47)
(110,182,134)
(38,67,32)
(246,90,142)
(80,91,59)
(419,53,160)
(81,63,46)
(326,94,172)
(100,54,40)
(0,179,174)
(87,54,46)
(316,0,174)
(72,72,43)
(239,0,174)
(35,37,33)
(246,120,174)
(65,91,29)
(136,85,176)
(106,72,32)
(305,159,180)
(50,54,35)
(255,177,180)
(54,50,35)
(110,183,181)
