(156,160,155)
(0,0,0)
(67,99,217)
(520,0,0)
(62,129,93)
(525,104,0)
(68,72,166)
(0,161,0)
(308,117,56)
(217,116,0)
(128,116,63)
(392,0,0)
(74,73,148)
(68,160,0)
(73,66,62)
(142,167,0)
(97,80,111)
(156,0,0)
(69,112,69)
(323,0,0)
(61,84,75)
(156,83,0)
(69,80,115)
(253,0,0)
(88,36,59)
(217,80,0)
(172,100,41)
(353,129,56)
(87,111,67)
(217,118,56)
(49,112,47)
(304,117,56)
(82,28,54)
(217,80,59)
(69,60,157)
(142,172,62)
(84,82,153)
(436,0,63)
(83,34,106)
(437,82,63)
(41,64,145)
(395,0,63)
(44,51,98)
(392,64,63)
(69,69,30)
(323,0,69)
(61,42,24)
(331,69,69)
(59,80,26)
(156,87,75)
(51,76,126)
(535,156,93)
(53,51,124)
(533,105,93)
(35,38,51)
(357,69,93)
(66,100,38)
(459,129,97)
(60,100,39)
(399,129,97)
(45,88,53)
(354,141,97)
(66,32,120)
(326,0,99)
(66,30,76)
(326,32,99)
(57,76,51)
(156,91,101)
(49,103,41)
(304,126,103)
(96,54,58)
(156,0,111)
(96,25,50)
(156,54,111)
(71,27,45)
(217,80,113)
(62,77,104)
(253,0,115)
(82,108,33)
(217,121,123)
(59,80,83)
(466,147,135)
(59,94,29)
(400,135,136)
(45,101,38)
(308,128,144)
(53,53,71)
(68,178,148)
(38,80,20)
(361,149,150)
(48,46,66)
(156,121,152)
(94,125,65)
(0,0,155)
(113,35,39)
(0,125,155)
(51,119,64)
(94,0,155)
(30,38,29)
(113,122,155)
(78,70,64)
(217,159,156)
(77,31,39)
(217,128,156)
(67,27,52)
(217,80,158)
(31,47,56)
(404,64,161)
(51,90,53)
(408,139,165)
(53,71,53)
(0,161,166)
(54,29,50)
(466,82,169)
(86,53,48)
(156,0,169)
(32,62,25)
(367,167,170)
(31,101,29)
(322,128,182)
(62,32,25)
(0,128,194)
