(189,116,114)
(0,0,0)
(72,92,218)
(515,0,0)
(123,59,220)
(0,174,0)
(146,89,134)
(441,144,0)
(102,56,141)
(0,118,0)
(98,80,205)
(417,0,0)
(100,51,124)
(487,93,0)
(186,58,106)
(123,175,0)
(130,99,81)
(311,134,0)
(91,56,123)
(102,118,0)
(74,73,195)
(343,0,0)
(180,52,69)
(307,80,0)
(98,76,120)
(189,0,0)
(54,77,72)
(289,0,0)
(113,96,32)
(193,79,0)
(111,95,40)
(193,80,32)
(119,52,78)
(368,80,69)
(54,51,41)
(314,80,69)
(54,71,46)
(289,0,72)
(107,82,45)
(193,91,72)
(93,95,34)
(347,134,81)
(36,93,50)
(311,136,81)
(68,57,114)
(123,175,106)
(78,52,113)
(191,180,106)
(34,40,62)
(269,192,106)
(41,43,38)
(327,80,110)
(87,71,102)
(0,0,114)
(99,36,97)
(0,71,114)
(47,63,103)
(87,0,114)
(55,66,96)
(134,0,114)
(33,46,100)
(99,63,114)
(57,43,85)
(132,66,114)
(89,94,29)
(351,135,115)
(100,79,30)
(193,94,117)
(53,66,73)
(290,0,118)
(67,73,99)
(189,0,120)
(29,30,55)
(256,0,120)
(76,55,65)
(102,119,123)
(82,49,28)
(504,93,124)
(30,60,27)
(317,169,131)
(78,86,86)
(509,144,134)
(65,75,85)
(444,155,134)
(76,49,76)
(0,125,141)
(89,94,29)
(351,135,144)
(112,49,36)
(373,80,147)
(96,70,28)
(193,103,147)
(71,43,68)
(515,99,152)
(77,94,25)
(363,135,173)
(96,70,28)
(193,103,175)
(100,41,37)
(385,80,183)
(73,50,32)
(102,124,188)
(67,92,21)
(373,137,198)
