(116,86,219)
(0,0,0)
(96,73,214)
(491,0,0)
(70,146,99)
(0,87,0)
(122,111,185)
(465,122,0)
(195,80,123)
(70,153,0)
(93,49,132)
(494,73,0)
(107,120,74)
(384,0,0)
(189,86,71)
(116,0,0)
(82,110,74)
(383,123,0)
(102,66,82)
(70,87,0)
(79,93,53)
(305,0,0)
(114,51,127)
(269,182,0)
(100,60,68)
(172,93,0)
(110,86,68)
(273,96,0)
(78,87,39)
(306,0,53)
(92,55,71)
(172,98,68)
(101,84,44)
(281,96,68)
(120,46,149)
(116,0,71)
(93,37,105)
(116,46,71)
(67,56,136)
(236,0,71)
(89,27,40)
(209,56,71)
(102,55,144)
(387,0,74)
(74,54,144)
(390,179,74)
(95,59,107)
(394,55,74)
(80,54,136)
(384,125,74)
(61,66,47)
(70,87,82)
(40,57,39)
(131,96,82)
(73,85,73)
(311,0,92)
(66,113,121)
(0,120,99)
(46,33,86)
(0,87,99)
(86,23,45)
(209,56,111)
(95,51,86)
(287,129,112)
(94,32,21)
(288,96,112)
(40,38,25)
(131,115,121)
(120,72,64)
(70,156,123)
(48,74,64)
(190,154,123)
(22,50,37)
(238,178,123)
(99,51,92)
(283,182,127)
(57,64,90)
(70,89,129)
(63,48,43)
(524,73,132)
(29,49,36)
(495,73,132)
(56,30,55)
(326,96,133)
(70,47,80)
(172,106,139)
(45,82,55)
(339,0,165)
(24,72,34)
(315,0,165)
(25,40,38)
(499,73,168)
(58,48,43)
(529,73,175)
(81,27,44)
(116,46,176)
(79,41,39)
(410,55,181)
(62,76,35)
(525,147,185)
(36,101,35)
(489,122,185)
(24,89,34)
(465,134,185)
(76,55,32)
(70,173,187)
(40,65,22)
(146,163,187)
(34,72,24)
(190,156,187)
